Project,BugID,Filename,Path,Method name,,Exception,Label,,Exception,,Filename,,Method name
JDT,101174,ProjectionViewer.java,org.eclipse.jface.text.source.projection.ProjectionViewer,setDocument,,NullPointerException,,,,,Log4jSupportTestCase.java,,run
JDT,101174,AbstractTextEditor.java,org.eclipse.ui.texteditor.AbstractTextEditor,initializeSourceViewer,,NullPointerException,,,,,TestSuite.java,,open
JDT,101174,AbstractTextEditor.java,org.eclipse.ui.texteditor.AbstractTextEditor,createPartControl,,NullPointerException,,,,,RemoteTestRunner.java,,mouseUp
JDT,101174,StatusTextEditor.java,org.eclipse.ui.texteditor.StatusTextEditor,createPartControl,,NullPointerException,,,,,FindOccurrencesInFileAction.java,,execute
JDT,101174,AbstractDecoratedTextEditor.java,org.eclipse.ui.texteditor.AbstractDecoratedTextEditor,createPartControl,,NullPointerException,,,,,FileTransferDropAdapter.java,,executePostCheck
JDT,101174,JavaEditor.java,org.eclipse.jdt.internal.ui.javaeditor.JavaEditor,createPartControl,,NullPointerException,,,,,JdtViewerDropAdapter.java,,isParent
JDT,101174,ClassFileEditor.java,org.eclipse.jdt.internal.ui.javaeditor.ClassFileEditor,createPartControl,,NullPointerException,,,,,DelegatingDropAdapter.java,,belongsTo
JDT,101174,EditorReference.java,org.eclipse.ui.internal.EditorReference,createPartHelper,,NullPointerException,,,,,InternalPlatform.java,,select
JDT,101174,EditorReference.java,org.eclipse.ui.internal.EditorReference,createPart,,NullPointerException,,,,,Platform.java,,cancel
JDT,101174,WorkbenchPartReference.java,org.eclipse.ui.internal.WorkbenchPartReference,getPart,,NullPointerException,,,,,DelegatingDropAdapter.java,,cancel
JDT,101174,EditorReference.java,org.eclipse.ui.internal.EditorReference,getEditor,,NullPointerException,,,,,DNDListener.java,,cancelJobs
JDT,101174,WorkbenchPage.java,org.eclipse.ui.internal.WorkbenchPage,busyOpenEditorBatched,,NullPointerException,,,,,DropTarget.java,,cancelJobs
JDT,101174,WorkbenchPage.java,org.eclipse.ui.internal.WorkbenchPage,busyOpenEditor,,NullPointerException,,,,,DropTarget.java,,cancelJobs
JDT,101174,WorkbenchPage.java,org.eclipse.ui.internal.WorkbenchPage,access$9,,NullPointerException,,,,,COMObject.java,,run
JDT,101174,WorkbenchPage.java,org.eclipse.ui.internal.WorkbenchPage$9,run,,NullPointerException,,,,,Native Method,,handleEvent
JDT,101174,BusyIndicator.java,org.eclipse.swt.custom.BusyIndicator,showWhile,,NullPointerException,,,,,OS.java,,isNotNull
JDT,101174,WorkbenchPage.java,org.eclipse.ui.internal.WorkbenchPage,openEditor,,NullPointerException,,,,,SuperTypeConstraintsModel.java,,findTypeDeclaration
JDT,101174,EditorUtility.java,org.eclipse.jdt.internal.ui.javaeditor.EditorUtility,openInEditor,,NullPointerException,,,,,SuperTypeConstraintsCreator.java,,createNewSource
JDT,101174,OpenActionUtil.java,org.eclipse.jdt.internal.ui.actions.OpenActionUtil,open,,NullPointerException,,,,,HierarchicalASTVisitor.java,,createChangeManager
JDT,101174,OpenAction.java,org.eclipse.jdt.ui.actions.OpenAction,run,,NullPointerException,,,,,SimpleType.java,,checkFinalConditions
JDT,101174,SelectionDispatchAction.java,org.eclipse.jdt.ui.actions.SelectionDispatchAction,dispatchRun,,NullPointerException,,,,,ASTNode.java,,run
JDT,101174,SelectionDispatchAction.java,org.eclipse.jdt.ui.actions.SelectionDispatchAction,run,,NullPointerException,,,,,MethodDeclaration.java,,run
JDT,101174,JavaElementHyperlink.java,org.eclipse.jdt.internal.ui.javaeditor.JavaElementHyperlink,open,,NullPointerException,,,,,TypeDeclaration.java,,run
JDT,101174,HyperlinkManager.java,org.eclipse.jface.text.hyperlink.HyperlinkManager,mouseUp,,NullPointerException,,,,,CompilationUnit.java,,run
JDT,101174,TypedListener.java,org.eclipse.swt.widgets.TypedListener,handleEvent,,NullPointerException,,,,,SuperTypeRefactoringProcessor.java,,run
JDT,101174,EventTable.java,org.eclipse.swt.widgets.EventTable,sendEvent,,NullPointerException,,,,,SuperTypeRefactoringProcessor.java,,invoke
JDT,101174,Widget.java,org.eclipse.swt.widgets.Widget,sendEvent,,NullPointerException,,,,,CompilationUnitResolver.java,,invoke
JDT,101174,Display.java,org.eclipse.swt.widgets.Display,runDeferredEvents,,NullPointerException,,,,,ASTParser.java,,sendOrderEvent
JDT,101174,Display.java,org.eclipse.swt.widgets.Display,readAndDispatch,,NullPointerException,,,,,ExtractInterfaceProcessor.java,,onMessage
JDT,101174,Workbench.java,org.eclipse.ui.internal.Workbench,runEventLoop,,NullPointerException,,,,,ExtractInterfaceProcessor.java,,testExecutionReportOrderComplete
JDT,101174,Workbench.java,org.eclipse.ui.internal.Workbench,runUI,,NullPointerException,,,,,ProcessorBasedRefactoring.java,,runTest
JDT,101174,Workbench.java,org.eclipse.ui.internal.Workbench,createAndRunWorkbench,,NullPointerException,,,,,ChangeTypeRefactoring.java,,runBare
JDT,101174,PlatformUI.java,org.eclipse.ui.PlatformUI,createAndRunWorkbench,,NullPointerException,,,,,ChangeTypeWizard.java,,protect
JDT,101174,IDEApplication.java,org.eclipse.ui.internal.ide.IDEApplication,run,,NullPointerException,,,,,ParametricStructureComputer.java,,runProtected
JDT,101174,PlatformActivator.java,org.eclipse.core.internal.runtime.PlatformActivator$1,run,,NullPointerException,,,,,CreateCopyOfCompilationUnitChange.java,,run
JDT,101174,EclipseStarter.java,org.eclipse.core.runtime.adaptor.EclipseStarter,run,,NullPointerException,,,,,CreateFileChange.java,,run
JDT,101174,Native Method,sun.reflect.NativeMethodAccessorImpl,invoke0,,NullPointerException,,,,,CompositeChange.java,,run
JDT,101174,NativeMethodAccessorImpl.java,sun.reflect.NativeMethodAccessorImpl,invoke,,NullPointerException,,,,,DynamicValidationStateChange.java,,runTest
JDT,101174,DelegatingMethodAccessorImpl.java,sun.reflect.DelegatingMethodAccessorImpl,invoke,,NullPointerException,,,,,DynamicValidationStateChange.java,,run
JDT,101174,Method.java,java.lang.reflect.Method,invoke,,NullPointerException,,,,,BatchOperation.java,,runTests
JDT,101174,Main.java,org.eclipse.core.launcher.Main,invokeFramework,,NullPointerException,,,,,JavaModelOperation.java,,run
JDT,101174,Main.java,org.eclipse.core.launcher.Main,basicRun,,NullPointerException,,,,,JavaCore.java,,main
JDT,101174,Main.java,org.eclipse.core.launcher.Main,run,,NullPointerException,,,,,JavaCopyProcessor.java,,run
JDT,101174,Main.java,org.eclipse.core.launcher.Main,main,,NullPointerException,,,,,PerformChangeOperation.java,,validateDrop
JDT,101453,Generator.java,com.jcoffee.development.plugins.eclipse.generator.action.Generator,execute,,CoreException,,,,,PerformChangeOperation.java,,validateDrop
JDT,101453,PostCheckOperation.java,com.jcoffee.development.plugins.eclipse.generator.action.PostCheckOperation,executePostCheck,,CoreException,,,,,UIPerformChangeOperation.java,,dragOver
JDT,101625,DeferredTreeContentManager.java,org.eclipse.ui.progress.DeferredTreeContentManager$1,isParent,,NullPointerException,,,,,RefactoringExecutionHelper.java,,run
JDT,101625,DeferredTreeContentManager.java,org.eclipse.ui.progress.DeferredTreeContentManager$1,belongsTo,,NullPointerException,,,,,WorkbenchRunnableAdapter.java,,run
JDT,101625,JobManager.java,org.eclipse.core.internal.jobs.JobManager,select,,NullPointerException,,,,,RefactoringExecutionHelper.java,,run
JDT,101625,JobManager.java,org.eclipse.core.internal.jobs.JobManager,cancel,,NullPointerException,,,,,ReorgCopyStarter.java,,dragOver
JDT,101625,DeferredTreeContentManager.java,org.eclipse.ui.progress.DeferredTreeContentManager,cancel,,NullPointerException,,,,,PasteAction.java,,handleEvent
JDT,101625,CallHierarchyContentProvider.java,org.eclipse.jdt.internal.ui.callhierarchy.CallHierarchyContentProvider,cancelJobs,,NullPointerException,,,,,PasteAction.java,,notifyListeners
JDT,101625,CallHierarchyViewer.java,org.eclipse.jdt.internal.ui.callhierarchy.CallHierarchyViewer,cancelJobs,,NullPointerException,,,,,RetargetAction.java,,notifyListeners
JDT,101625,CallHierarchyViewPart.java,org.eclipse.jdt.internal.ui.callhierarchy.CallHierarchyViewPart,cancelJobs,,NullPointerException,,,,,ActionHandler.java,,DragOver
JDT,101625,CancelSearchAction.java,org.eclipse.jdt.internal.ui.callhierarchy.CancelSearchAction,run,,NullPointerException,,,,,Command.java,,access$5
JDT,101625,Action.java,org.eclipse.jface.action.Action,runWithEvent,,NullPointerException,,,,,ParameterizedCommand.java,,method4
JDT,101625,ActionContributionItem.java,org.eclipse.jface.action.ActionContributionItem,handleWidgetSelection,,NullPointerException,,,,,WorkbenchKeyboard.java,,callback4
JDT,101625,ActionContributionItem.java,org.eclipse.jface.action.ActionContributionItem,access$2,,NullPointerException,,,,,WorkbenchKeyboard.java,,DispatchMessageW
JDT,101625,ActionContributionItem.java,org.eclipse.jface.action.ActionContributionItem$6,handleEvent,,NullPointerException,,,,,Control.java,,DispatchMessage
JDT,101625,EventTable.java,org.eclipse.swt.widgets.EventTable,sendEvent,,NullPointerException,,,,,Tree.java,,createTypeVariable
JDT,101625,Widget.java,org.eclipse.swt.widgets.Widget,sendEvent,,NullPointerException,,,,,Unknown Source,,endVisit
JDT,101625,Display.java,org.eclipse.swt.widgets.Display,runDeferredEvents,,NullPointerException,,,,,ExtractMethodInputPage.java,,endVisit
JDT,101625,Display.java,org.eclipse.swt.widgets.Display,readAndDispatch,,NullPointerException,,,,,RefactoringWizardDialog2.java,,accept0
JDT,101625,Workbench.java,org.eclipse.ui.internal.Workbench,runEventLoop,,NullPointerException,,,,,Dialog.java,,accept
JDT,101625,Workbench.java,org.eclipse.ui.internal.Workbench,runUI,,NullPointerException,,,,,RefactoringWizardOpenOperation.java,,acceptChild
JDT,101625,Workbench.java,org.eclipse.ui.internal.Workbench,createAndRunWorkbench,,NullPointerException,,,,,RefactoringStarter.java,,accept0
JDT,101625,PlatformUI.java,org.eclipse.ui.PlatformUI,createAndRunWorkbench,,NullPointerException,,,,,TypeBinding.java,,acceptChildren
JDT,101625,IDEApplication.java,org.eclipse.ui.internal.ide.IDEApplication,run,,NullPointerException,,,,,TypeMismatchSubProcessor.java,,accept0
JDT,101625,PlatformActivator.java,org.eclipse.core.internal.runtime.PlatformActivator$1,run,,NullPointerException,,,,,QuickFixProcessor.java,,accept0
JDT,101625,EclipseStarter.java,org.eclipse.core.runtime.adaptor.EclipseStarter,run,,NullPointerException,,,,,JavaCorrectionProcessor.java,,performFirstPass
JDT,101625,Native Method,sun.reflect.NativeMethodAccessorImpl,invoke0,,NullPointerException,,,,,JavaCorrectionProcessor.java,,acceptAST
JDT,101625,NativeMethodAccessorImpl.java,sun.reflect.NativeMethodAccessorImpl,invoke,,NullPointerException,,,,,JavaCorrectionProcessor.java,,resolve
JDT,101625,DelegatingMethodAccessorImpl.java,sun.reflect.DelegatingMethodAccessorImpl,invoke,,NullPointerException,,,,,ContentAssistant.java,,createASTs
JDT,101625,Method.java,java.lang.reflect.Method,invoke,,NullPointerException,,,,,CompletionProposalPopup.java,,solveSuperTypeConstraints
JDT,101625,Main.java,org.eclipse.core.launcher.Main,invokeFramework,,NullPointerException,,,,,JavaCorrectionAssistant.java,,access$2
JDT,101625,Main.java,org.eclipse.core.launcher.Main,basicRun,,NullPointerException,,,,,CompilationUnitEditor.java,,acceptAST
JDT,101625,Main.java,org.eclipse.core.launcher.Main,run,,NullPointerException,,,,,TextOperationAction.java,,rewriteTypeOccurrences
JDT,101625,Main.java,org.eclipse.core.launcher.Main,main,,NullPointerException,,,,,ActionHandler.java,,createChangeManager
JDT,101863,Assert.java,org.eclipse.jdt.internal.corext.Assert,isNotNull,,Assert$AssertionFailedException,,,,,LegacyHandlerWrapper.java,,checkFinalConditions
JDT,101863,MoveInnerToTopRefactoring.java,org.eclipse.jdt.internal.corext.refactoring.structure.MoveInnerToTopRefactoring,findTypeDeclaration,,Assert$AssertionFailedException,,,,,NamingConventions.java,,checkFinalConditions
JDT,101863,MoveInnerToTopRefactoring.java,org.eclipse.jdt.internal.corext.refactoring.structure.MoveInnerToTopRefactoring,createNewSource,,Assert$AssertionFailedException,,,,,GetterSetterUtil.java,,isTrue
JDT,101863,MoveInnerToTopRefactoring.java,org.eclipse.jdt.internal.corext.refactoring.structure.MoveInnerToTopRefactoring,createChangeManager,,Assert$AssertionFailedException,,,,,AddGetterSetterAction.java,,findConstraintVariableForSelectedNode
JDT,101863,MoveInnerToTopRefactoring.java,org.eclipse.jdt.internal.corext.refactoring.structure.MoveInnerToTopRefactoring,checkFinalConditions,,Assert$AssertionFailedException,,,,,WWinPluginAction.java,,computeValidTypes
JDT,101863,CheckConditionsOperation.java,org.eclipse.ltk.core.refactoring.CheckConditionsOperation,run,,Assert$AssertionFailedException,,,,,AbstractSerialVersionProposal.java,,run
JDT,101863,CreateChangeOperation.java,org.eclipse.ltk.core.refactoring.CreateChangeOperation,run,,Assert$AssertionFailedException,,,,,ASTRewriteCorrectionProposal.java,,updateStructureOfIthParamFrom
JDT,101863,Workspace.java,org.eclipse.core.internal.resources.Workspace,run,,Assert$AssertionFailedException,,,,,CUCorrectionProposal.java,,updateStructureOfType
JDT,101863,WorkbenchRunnableAdapter.java,org.eclipse.ltk.internal.ui.refactoring.WorkbenchRunnableAdapter,run,,Assert$AssertionFailedException,,,,,LinkedCorrectionProposal.java,,getReferences
JDT,101863,ModalContext.java,org.eclipse.jface.operation.ModalContext$ModalContextThread,run,,Assert$AssertionFailedException,,,,,ContentAssistant.java,,createChangeManager
JDT,101953,MockControl.java,org.easymock.MockControl$4,invoke,,AssertionFailedError,,,,,TextViewer.java,,getCopiedFileSource
JDT,101953,ObjectMethodsFilter.java,org.easymock.internal.ObjectMethodsFilter,invoke,,AssertionFailedError,,,,,StyledTextListener.java,,getOldFile
JDT,101953,Unknown Source,$Proxy10,sendOrderEvent,,AssertionFailedError,,,,,StyledText.java,,perform
JDT,101953,FixgateOrderExecutionServiceGatewayApplication.java,org.blackboxtrader.liquidityarbitrage.spi.omnipro.fixgate.FixgateOrderExecutionServiceGatewayApplication,onMessage,,AssertionFailedError,,,,,Composite.java,,perform
JDT,101953,FixgateOrderExecutionServiceGatewayApplicationTest.java,org.blackboxtrader.liquidityarbitrage.spi.omnipro.fixgate.FixgateOrderExecutionServiceGatewayApplicationTest,testExecutionReportOrderComplete,,AssertionFailedError,,,,,Native Method,,perform
JDT,101953,Native Method,sun.reflect.NativeMethodAccessorImpl,invoke0,,AssertionFailedError,,,,,OS.java,,access$0
JDT,101953,NativeMethodAccessorImpl.java,sun.reflect.NativeMethodAccessorImpl,invoke,,AssertionFailedError,,,,,LocalCorrectionsSubProcessor.java,,run
JDT,101953,DelegatingMethodAccessorImpl.java,sun.reflect.DelegatingMethodAccessorImpl,invoke,,AssertionFailedError,,,,,ListRewrite.java,,executeOperation
JDT,101953,Method.java,java.lang.reflect.Method,invoke,,AssertionFailedError,,,,,SurroundWithRunnableProposal.java,,run
