Project,BugID,Filename,Path,Method name,Path,Exception,Label,,Unique Exception,,Filename,,,Method name
Birt,145465,ActionContributionItem.java,org.eclipse.jface.action.ActionContributionItem,handleWidgetSelection,org.eclipse.jface.action.ActionContributionItem,NullPointerException,,,,,InputStreamReader.java,,,getSortedChildren
Birt,145465,ActionContributionItem.java,org.eclipse.jface.action.ActionContributionItem,access$2,org.eclipse.jface.action.ActionContributionItem,NullPointerException,,,,,Properties.java,,,run
Birt,145465,ActionContributionItem.java,org.eclipse.jface.action.ActionContributionItem$5,handleEvent,org.eclipse.jface.action.ActionContributionItem$5,NullPointerException,,,,,HTMLTextParser.java,,,showWhile
Birt,145465,EventTable.java,org.eclipse.swt.widgets.EventTable,sendEvent,org.eclipse.swt.widgets.EventTable,NullPointerException,,,,,TextParser.java,,,createChildren
Birt,145465,Widget.java,org.eclipse.swt.widgets.Widget,sendEvent,org.eclipse.swt.widgets.Widget,NullPointerException,,,,,HTML2Content.java,,,createChildren
Birt,145465,Display.java,org.eclipse.swt.widgets.Display,runDeferredEvents,org.eclipse.swt.widgets.Display,NullPointerException,,,,,PDFLayoutManagerFactory.java,,,handleTreeExpand
Birt,145465,Display.java,org.eclipse.swt.widgets.Display,readAndDispatch,org.eclipse.swt.widgets.Display,NullPointerException,,,,,ForeignContent.java,,,treeExpanded
Birt,145465,Workbench.java,org.eclipse.ui.internal.Workbench,runEventLoop,org.eclipse.ui.internal.Workbench,NullPointerException,,,,,PDFLayoutManagerFactory.java,,,wmNotifyChild
Birt,145465,Workbench.java,org.eclipse.ui.internal.Workbench,runUI,org.eclipse.ui.internal.Workbench,NullPointerException,,,,,PDFAbstractLM.java,,,WM_NOTIFY
Birt,145465,Workbench.java,org.eclipse.ui.internal.Workbench,createAndRunWorkbench,org.eclipse.ui.internal.Workbench,NullPointerException,,,,,PDFRowLM.java,,,WM_NOTIFY
Birt,145465,PlatformUI.java,org.eclipse.ui.PlatformUI,createAndRunWorkbench,org.eclipse.ui.PlatformUI,NullPointerException,,,,,PDFTableBandLM.java,,,windowProc
Birt,145465,IDEApplication.java,org.eclipse.ui.internal.ide.IDEApplication,run,org.eclipse.ui.internal.ide.IDEApplication,NullPointerException,,,,,PDFTableLM.java,,,windowProc
Birt,145465,PlatformActivator.java,org.eclipse.core.internal.runtime.PlatformActivator$1,run,org.eclipse.core.internal.runtime.PlatformActivator$1,NullPointerException,,,,,RenderThread.java,,,CallWindowProcW
Birt,145465,EclipseAppLauncher.java,org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher,runApplication,org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher,NullPointerException,,,,,TableHandleAdapter.java,,,CallWindowProc
Birt,145465,EclipseAppLauncher.java,org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher,start,org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher,NullPointerException,,,,,ColumnHandleAdapter.java,,,callWindowProc
Birt,145465,EclipseStarter.java,org.eclipse.core.runtime.adaptor.EclipseStarter,run,org.eclipse.core.runtime.adaptor.EclipseStarter,NullPointerException,,,,,TableFigure.java,,,WM_LBUTTONDOWN
Birt,145465,Native Method,sun.reflect.NativeMethodAccessorImpl,invoke0,sun.reflect.NativeMethodAccessorImpl,NullPointerException,,,,,ReportFlowLayout.java,,,windowProc
Birt,145465,NativeMethodAccessorImpl.java,sun.reflect.NativeMethodAccessorImpl,invoke,sun.reflect.NativeMethodAccessorImpl,NullPointerException,,,,,ListBandRenderFigure.java,,,DispatchMessageW
Birt,145465,DelegatingMethodAccessorImpl.java,sun.reflect.DelegatingMethodAccessorImpl,invoke,sun.reflect.DelegatingMethodAccessorImpl,NullPointerException,,,,,ListBandLayout.java,,,DispatchMessage
Birt,145465,Method.java,java.lang.reflect.Method,invoke,java.lang.reflect.Method,NullPointerException,,,,,ListLayout.java,,,executeQuery
Birt,145465,Main.java,org.eclipse.core.launcher.Main,invokeFramework,org.eclipse.core.launcher.Main,NullPointerException,,,,,ListFigure.java,,,execute
Birt,145465,Main.java,org.eclipse.core.launcher.Main,basicRun,org.eclipse.core.launcher.Main,NullPointerException,,,,,ReportDesignLayout.java,,,execute
Birt,145465,Main.java,org.eclipse.core.launcher.Main,run,org.eclipse.core.launcher.Main,NullPointerException,,,,,ListEditPart.java,,,runAndRenderReport
Birt,145465,Main.java,org.eclipse.core.launcher.Main,main,org.eclipse.core.launcher.Main,NullPointerException,,,,,SQLDataSetEditorPage.java,,,__execute
Birt,145925,Statement.java,org.eclipse.birt.report.data.oda.jdbc.Statement,findInParameter,org.eclipse.birt.report.data.oda.jdbc.Statement,UnsupportedOperationException,,,,,SQLDataSetEditorPage.java,,,doService
Birt,145925,OdaQuery.java,org.eclipse.datatools.connectivity.oda.consumer.helper.OdaQuery,findInParameter,org.eclipse.datatools.connectivity.oda.consumer.helper.OdaQuery,UnsupportedOperationException,,,,,NewDataSetAction.java,,,service
Birt,145925,PreparedStatement.java,org.eclipse.birt.data.engine.odaconsumer.PreparedStatement,findInParameter,org.eclipse.birt.data.engine.odaconsumer.PreparedStatement,UnsupportedOperationException,,,,,Dialog.java,,,__doGet
Birt,145925,PreparedStatement.java,org.eclipse.birt.data.engine.odaconsumer.PreparedStatement,getRuntimeParameterIndexFromName,org.eclipse.birt.data.engine.odaconsumer.PreparedStatement,UnsupportedOperationException,,,,,Dialog.java,,,doGet
Birt,145925,PreparedStatement.java,org.eclipse.birt.data.engine.odaconsumer.PreparedStatement,updateWithParameterHints,org.eclipse.birt.data.engine.odaconsumer.PreparedStatement,UnsupportedOperationException,,,,,PageBookView.java,,,internalDoFilter
Birt,145925,PreparedStatement.java,org.eclipse.birt.data.engine.odaconsumer.PreparedStatement,mergeParamHintsWithMetaData,org.eclipse.birt.data.engine.odaconsumer.PreparedStatement,UnsupportedOperationException,,,,,PartListenerList.java,,,doFilter
Birt,145925,PreparedStatement.java,org.eclipse.birt.data.engine.odaconsumer.PreparedStatement,getParameterMetaData,org.eclipse.birt.data.engine.odaconsumer.PreparedStatement,UnsupportedOperationException,,,,,PartListenerList.java,,,invoke
Birt,145925,DataSourceQuery.java,org.eclipse.birt.data.engine.executor.DataSourceQuery,getParameterMetaData,org.eclipse.birt.data.engine.executor.DataSourceQuery,UnsupportedOperationException,,,,,PartService.java,,,invokeNext
Birt,145925,DataSourceQuery.java,org.eclipse.birt.data.engine.executor.DataSourceQuery,hasOutputParams,org.eclipse.birt.data.engine.executor.DataSourceQuery,UnsupportedOperationException,,,,,WorkbenchPagePartList.java,,,invoke
Birt,145925,DataSourceQuery.java,org.eclipse.birt.data.engine.executor.DataSourceQuery,execute,org.eclipse.birt.data.engine.executor.DataSourceQuery,UnsupportedOperationException,,,,,PartList.java,,,invoke
Birt,145925,PreparedOdaDSQuery.java,org.eclipse.birt.data.engine.impl.PreparedOdaDSQuery$OdaDSQueryExecutor,executeOdiQuery,org.eclipse.birt.data.engine.impl.PreparedOdaDSQuery$OdaDSQueryExecutor,UnsupportedOperationException,,,,,WorkbenchPage.java,,,invoke
Birt,145925,QueryExecutor.java,org.eclipse.birt.data.engine.impl.QueryExecutor,execute,org.eclipse.birt.data.engine.impl.QueryExecutor,UnsupportedOperationException,,,,,EditorPane.java,,,invoke
Birt,145925,ServiceForQueryResults.java,org.eclipse.birt.data.engine.impl.ServiceForQueryResults,executeQuery,org.eclipse.birt.data.engine.impl.ServiceForQueryResults,UnsupportedOperationException,,,,,EditorStack.java,,,invoke
Birt,145925,QueryResults.java,org.eclipse.birt.data.engine.impl.QueryResults,getResultIterator,org.eclipse.birt.data.engine.impl.QueryResults,UnsupportedOperationException,,,,,DefaultTabFolder.java,,,invoke
Birt,145925,DteResultSet.java,org.eclipse.birt.report.engine.data.dte.DteResultSet,<init>,org.eclipse.birt.report.engine.data.dte.DteResultSet,UnsupportedOperationException,,,,,PaneFolder.java,,,invoke
Birt,145925,DteDataEngine.java,org.eclipse.birt.report.engine.data.dte.DteDataEngine,doExecuteQuery,org.eclipse.birt.report.engine.data.dte.DteDataEngine,UnsupportedOperationException,,,,,PaneFolder.java,,,invoke
Birt,145925,AbstractDataEngine.java,org.eclipse.birt.report.engine.data.dte.AbstractDataEngine,execute,org.eclipse.birt.report.engine.data.dte.AbstractDataEngine,UnsupportedOperationException,,,,,Unknown Source,,,invoke
Birt,145925,LocalizedEmitter.java,org.eclipse.birt.report.engine.presentation.LocalizedEmitter,executeQueries,org.eclipse.birt.report.engine.presentation.LocalizedEmitter,UnsupportedOperationException,,,,,Unknown Source,,,service
Birt,145925,LocalizedEmitter.java,org.eclipse.birt.report.engine.presentation.LocalizedEmitter,startExtendedContent,org.eclipse.birt.report.engine.presentation.LocalizedEmitter,UnsupportedOperationException,,,,,Unknown Source,,,process
Birt,145925,LocalizedEmitter.java,org.eclipse.birt.report.engine.presentation.LocalizedEmitter,startForeign,org.eclipse.birt.report.engine.presentation.LocalizedEmitter,UnsupportedOperationException,,,,,Unknown Source,,,processConnection
Birt,145925,WrappedEmitter.java,org.eclipse.birt.report.engine.presentation.WrappedEmitter,startForeign,org.eclipse.birt.report.engine.presentation.WrappedEmitter,UnsupportedOperationException,,,,,InsertColumnRightAction.java,,,runIt
Birt,145925,DefaultPaginationEmitter.java,org.eclipse.birt.report.engine.presentation.DefaultPaginationEmitter,startForeign,org.eclipse.birt.report.engine.presentation.DefaultPaginationEmitter,UnsupportedOperationException,,,,,ContentViewer.java,,,run
Birt,145925,ExtendedItemExecutor.java,org.eclipse.birt.report.engine.executor.ExtendedItemExecutor,execute,org.eclipse.birt.report.engine.executor.ExtendedItemExecutor,UnsupportedOperationException,,,,,LibraryExplorerTreeViewPage.java,,,run
Birt,145925,ReportExecutorVisitor.java,org.eclipse.birt.report.engine.executor.ReportExecutorVisitor,visitExtendedItem,org.eclipse.birt.report.engine.executor.ReportExecutorVisitor,UnsupportedOperationException,,,,,PublishLibraryWizard.java,,,_c0
Birt,145925,ExtendedItemDesign.java,org.eclipse.birt.report.engine.ir.ExtendedItemDesign,accept,org.eclipse.birt.report.engine.ir.ExtendedItemDesign,UnsupportedOperationException,,,,,WizardDialog.java,,,call
Birt,145925,TableItemExecutor.java,org.eclipse.birt.report.engine.executor.TableItemExecutor,accessRow,org.eclipse.birt.report.engine.executor.TableItemExecutor,UnsupportedOperationException,,,,,PublishLibraryNavigatorAction.java,,,doTopCall
Birt,145925,TableItemExecutor.java,org.eclipse.birt.report.engine.executor.TableItemExecutor,accessTableBand,org.eclipse.birt.report.engine.executor.TableItemExecutor,UnsupportedOperationException,,,,,PluginAction.java,,,exec
Birt,145925,TableItemExecutor.java,org.eclipse.birt.report.engine.executor.TableItemExecutor,accessGroupHeader,org.eclipse.birt.report.engine.executor.TableItemExecutor,UnsupportedOperationException,,,,,ReadOnlyActivityStack.java,,,localize
Birt,145925,ListingElementExecutor.java,org.eclipse.birt.report.engine.executor.ListingElementExecutor,accessQuery,org.eclipse.birt.report.engine.executor.ListingElementExecutor,UnsupportedOperationException,,,,,PropertyCommand.java,,,execute
Birt,145925,TableItemExecutor.java,org.eclipse.birt.report.engine.executor.TableItemExecutor,execute,org.eclipse.birt.report.engine.executor.TableItemExecutor,UnsupportedOperationException,,,,,SimpleValueHandle.java,,,layoutChildren
Birt,145925,ReportExecutorVisitor.java,org.eclipse.birt.report.engine.executor.ReportExecutorVisitor,visitTableItem,org.eclipse.birt.report.engine.executor.ReportExecutorVisitor,UnsupportedOperationException,,,,,DataSetMetaDataHelper.java,,,layout
Birt,145925,TableItemDesign.java,org.eclipse.birt.report.engine.ir.TableItemDesign,accept,org.eclipse.birt.report.engine.ir.TableItemDesign,UnsupportedOperationException,,,,,DataRequestSessionImpl.java,,,resumeLayout
Birt,145925,ReportExecutor.java,org.eclipse.birt.report.engine.executor.ReportExecutor,execute,org.eclipse.birt.report.engine.executor.ReportExecutor,UnsupportedOperationException,,,,,DataSetProvider.java,,,layoutChildren
Birt,145925,RunAndRenderTask.java,org.eclipse.birt.report.engine.api.impl.RunAndRenderTask,run,org.eclipse.birt.report.engine.api.impl.RunAndRenderTask,UnsupportedOperationException,,,,,JointDataSetPage.java,,,layout
Birt,145925,RunRenderThread.java,org.eclipse.birt.test.performance.RunRenderThread,run,org.eclipse.birt.test.performance.RunRenderThread,UnsupportedOperationException,,,,,Viewer.java,,,layoutChildren
Birt,145962,GUIException.java,org.eclipse.birt.report.designer.core.runtime.GUIException,createGUIException,org.eclipse.birt.report.designer.core.runtime.GUIException,NullPointerException,,,,,Viewer.java,,,layoutChildren
Birt,145962,ExceptionHandler.java,org.eclipse.birt.report.designer.internal.ui.util.ExceptionHandler,handle,org.eclipse.birt.report.designer.internal.ui.util.ExceptionHandler,NullPointerException,,,,,AbstractPropertyDialog.java,,,layoutChildren
Birt,145962,AbstractElementAction.java,org.eclipse.birt.report.designer.internal.ui.views.actions.AbstractElementAction,handleException,org.eclipse.birt.report.designer.internal.ui.views.actions.AbstractElementAction,NullPointerException,,,,,DataSetEditor.java,,,layoutChildren
Birt,145962,AbstractElementAction.java,org.eclipse.birt.report.designer.internal.ui.views.actions.AbstractElementAction,run,org.eclipse.birt.report.designer.internal.ui.views.actions.AbstractElementAction,NullPointerException,,,,,AbstractPropertyDialog.java,,,layout
Birt,145962,RenameListener.java,org.eclipse.birt.report.designer.internal.ui.views.RenameListener,doubleClick,org.eclipse.birt.report.designer.internal.ui.views.RenameListener,NullPointerException,,,,,AbstractPropertyDialog.java,,,layout
Birt,145962,StructuredViewer.java,org.eclipse.jface.viewers.StructuredViewer$1,run,org.eclipse.jface.viewers.StructuredViewer$1,NullPointerException,,,,,PreparedJointDataSourceQuery.java,,,runAndRenderReport
Birt,145962,SafeRunner.java,org.eclipse.core.runtime.SafeRunner,run,org.eclipse.core.runtime.SafeRunner,NullPointerException,,,,,PreparedJointDataSourceQuery.java,,,execute
Birt,145962,Platform.java,org.eclipse.core.runtime.Platform,run,org.eclipse.core.runtime.Platform,NullPointerException,,,,,GetParameterDefinitionTask.java,,,main
Birt,145962,JFaceUtil.java,org.eclipse.ui.internal.JFaceUtil$1,run,org.eclipse.ui.internal.JFaceUtil$1,NullPointerException,,,,,BirtViewerReportService.java,,,getStyles
Birt,145962,SafeRunnable.java,org.eclipse.jface.util.SafeRunnable,run,org.eclipse.jface.util.SafeRunnable,NullPointerException,,,,,ComboBoxParameterFragment.java,,,getStyles
Birt,145962,StructuredViewer.java,org.eclipse.jface.viewers.StructuredViewer,fireDoubleClick,org.eclipse.jface.viewers.StructuredViewer,NullPointerException,,,,,ArrayList.java,,,resetUIData
Birt,145962,AbstractTreeViewer.java,org.eclipse.jface.viewers.AbstractTreeViewer,handleDoubleSelect,org.eclipse.jface.viewers.AbstractTreeViewer,NullPointerException,,,,,SimpleMasterPageDesign.java,,,refreshValues
Birt,145962,StructuredViewer.java,org.eclipse.jface.viewers.StructuredViewer$4,widgetDefaultSelected,org.eclipse.jface.viewers.StructuredViewer$4,NullPointerException,,,,,EngineIRReader.java,,,setInput
Birt,145962,OpenStrategy.java,org.eclipse.jface.util.OpenStrategy,fireDefaultSelectionEvent,org.eclipse.jface.util.OpenStrategy,NullPointerException,,,,,ReportDocumentReader.java,,,setInput
Birt,145962,OpenStrategy.java,org.eclipse.jface.util.OpenStrategy,access$0,org.eclipse.jface.util.OpenStrategy,NullPointerException,,,,,EngineCase.java,,,processListSelected
Birt,145962,OpenStrategy.java,org.eclipse.jface.util.OpenStrategy$1,handleEvent,org.eclipse.jface.util.OpenStrategy$1,NullPointerException,,,,,IAutoTextContentTest.java,,,setInput
Birt,145962,EventTable.java,org.eclipse.swt.widgets.EventTable,sendEvent,org.eclipse.swt.widgets.EventTable,NullPointerException,,,,,DataEngineContext.java,,,createTabItems
Birt,145962,Widget.java,org.eclipse.swt.widgets.Widget,sendEvent,org.eclipse.swt.widgets.Widget,NullPointerException,,,,,DataEngineFactory.java,,,createTabItems
Birt,145962,Display.java,org.eclipse.swt.widgets.Display,runDeferredEvents,org.eclipse.swt.widgets.Display,NullPointerException,,,,,LocalizedReportExecutor.java,,,createPages
Birt,145962,Display.java,org.eclipse.swt.widgets.Display,readAndDispatch,org.eclipse.swt.widgets.Display,NullPointerException,,,,,AbstractContent.java,,,showPropertiesPage
Birt,145962,Workbench.java,org.eclipse.ui.internal.Workbench,runEventLoop,org.eclipse.ui.internal.Workbench,NullPointerException,,,,,TextContent.java,,,setFocus
Birt,145962,Workbench.java,org.eclipse.ui.internal.Workbench,runUI,org.eclipse.ui.internal.Workbench,NullPointerException,,,,,AutoTextContent.java,,,setFocus
Birt,145962,Workbench.java,org.eclipse.ui.internal.Workbench,createAndRunWorkbench,org.eclipse.ui.internal.Workbench,NullPointerException,,,,,IContentTest.java,,,presentationSelectionChanged
Birt,145962,PlatformUI.java,org.eclipse.ui.PlatformUI,createAndRunWorkbench,org.eclipse.ui.PlatformUI,NullPointerException,,,,,DataSetProcessorImpl.java,,,access$1
Birt,145962,IDEApplication.java,org.eclipse.ui.internal.ide.IDEApplication,run,org.eclipse.ui.internal.ide.IDEApplication,NullPointerException,,,,,DataProcessor.java,,,selectPart
Birt,145962,PlatformActivator.java,org.eclipse.core.internal.runtime.PlatformActivator$1,run,org.eclipse.core.internal.runtime.PlatformActivator$1,NullPointerException,,,,,ChartReportItemPresentationImpl.java,,,handleEvent
Birt,145962,EclipseAppLauncher.java,org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher,runApplication,org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher,NullPointerException,,,,,PreparedDummyQuery.java,,,fireEvent
Birt,145962,EclipseAppLauncher.java,org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher,start,org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher,NullPointerException,,,,,source,,,access$1
Birt,145962,EclipseStarter.java,org.eclipse.core.runtime.adaptor.EclipseStarter,run,org.eclipse.core.runtime.adaptor.EclipseStarter,NullPointerException,,,,,StringBuffer.java,,,handleEvent
Birt,145962,Native Method,sun.reflect.NativeMethodAccessorImpl,invoke0,sun.reflect.NativeMethodAccessorImpl,NullPointerException,,,,,XMLDataInputStreamCreator.java,,,setSelection
Birt,145962,Unknown Source,sun.reflect.NativeMethodAccessorImpl,invoke,sun.reflect.NativeMethodAccessorImpl,NullPointerException,,,,,Driver.java,,,onMouse
Birt,145962,Main.java,org.eclipse.core.launcher.Main,invokeFramework,org.eclipse.core.launcher.Main,NullPointerException,,,,,ScalarParameterFragment.java,,,handleEvent
Birt,145962,Main.java,org.eclipse.core.launcher.Main,basicRun,org.eclipse.core.launcher.Main,NullPointerException,,,,,AbstractBaseFragment.java,,,error
Birt,145962,Main.java,org.eclipse.core.launcher.Main,run,org.eclipse.core.launcher.Main,NullPointerException,,,,,ParameterDialogFragment_jsp.java,,,setText
Birt,145962,Main.java,org.eclipse.core.launcher.Main,main,org.eclipse.core.launcher.Main,NullPointerException,,,,,HttpJspBase.java,,,updateFormatField
Birt,145962,DataUtil.java,org.eclipse.birt.report.designer.internal.ui.util.DataUtil,getColumnList,org.eclipse.birt.report.designer.internal.ui.util.DataUtil,NullPointerException,,,,,JspServletWrapper.java,,,popupFormatBuilder
Birt,145962,ParameterDialog.java,org.eclipse.birt.report.designer.ui.dialogs.ParameterDialog,refreshColumns,org.eclipse.birt.report.designer.ui.dialogs.ParameterDialog,NullPointerException,,,,,JspServlet.java,,,access$2500
Birt,145962,ParameterDialog.java,org.eclipse.birt.report.designer.ui.dialogs.ParameterDialog,initValueArea,org.eclipse.birt.report.designer.ui.dialogs.ParameterDialog,NullPointerException,,,,,ApplicationDispatcher.java,,,widgetSelected
Birt,145962,ParameterDialog.java,org.eclipse.birt.report.designer.ui.dialogs.ParameterDialog,switchParamterType,org.eclipse.birt.report.designer.ui.dialogs.ParameterDialog,NullPointerException,,,,,DialogContainerFragment_jsp.java,,,createElement
Birt,145962,ParameterDialog.java,org.eclipse.birt.report.designer.ui.dialogs.ParameterDialog,initDialog,org.eclipse.birt.report.designer.ui.dialogs.ParameterDialog,NullPointerException,,,,,BytecodeExpression.java,,,createElement
Birt,145962,BaseDialog.java,org.eclipse.birt.report.designer.internal.ui.dialogs.BaseDialog,open,org.eclipse.birt.report.designer.internal.ui.dialogs.BaseDialog,NullPointerException,,,,,Interpreter.java,,,performInsert
Birt,145962,ParameterNodeProvider.java,org.eclipse.birt.report.designer.internal.ui.views.data.providers.ParameterNodeProvider,performEdit,org.eclipse.birt.report.designer.internal.ui.views.data.providers.ParameterNodeProvider,NullPointerException,,,,,InterpretedFunction.java,,,performInsert
Birt,145962,DefaultNodeProvider.java,org.eclipse.birt.report.designer.internal.ui.views.DefaultNodeProvider,performRequest,org.eclipse.birt.report.designer.internal.ui.views.DefaultNodeProvider,NullPointerException,,,,,ElementAdapterManager.java,,,doAction
Birt,145962,EditAction.java,org.eclipse.birt.report.designer.internal.ui.views.actions.EditAction,doAction,org.eclipse.birt.report.designer.internal.ui.views.actions.EditAction,NullPointerException,,,,,ProviderFactory.java,,,getValue
Birt,145965,DefaultErrorReporter.java,org.mozilla.javascript.DefaultErrorReporter,runtimeError,org.mozilla.javascript.DefaultErrorReporter,EvaluatorException,,,,,JSEditor.java,,,wrap
Birt,145965,DefaultErrorReporter.java,org.mozilla.javascript.DefaultErrorReporter,error,org.mozilla.javascript.DefaultErrorReporter,EvaluatorException,,,,,DataViewPage.java,,,wrapRhinoException
Birt,145965,Parser.java,org.mozilla.javascript.Parser,addError,org.mozilla.javascript.Parser,EvaluatorException,,,,,DataViewPage.java,,,throwAsScriptRuntimeEx
Birt,145965,TokenStream.java,org.mozilla.javascript.TokenStream,getToken,org.mozilla.javascript.TokenStream,EvaluatorException,,,,,DataViewTreeViewerPage.java,,,reportConversionError
Birt,145965,Parser.java,org.mozilla.javascript.Parser,peekToken,org.mozilla.javascript.Parser,EvaluatorException,,,,,DesignElement.java,,,evaluate
Birt,145965,Parser.java,org.mozilla.javascript.Parser,primaryExpr,org.mozilla.javascript.Parser,EvaluatorException,,,,,NotificationRecordTask.java,,,evalExpr
Birt,145965,Parser.java,org.mozilla.javascript.Parser,memberExpr,org.mozilla.javascript.Parser,EvaluatorException,,,,,ActivityRecord.java,,,populateGroupBoundaryInfoSortings
Birt,145965,Parser.java,org.mozilla.javascript.Parser,unaryExpr,org.mozilla.javascript.Parser,EvaluatorException,,,,,ContentCommand.java,,,populateGroupBoundaryInfosSortings
Birt,145965,Parser.java,org.mozilla.javascript.Parser,mulExpr,org.mozilla.javascript.Parser,EvaluatorException,,,,,SlotHandle.java,,,doGroupSorting
Birt,145965,Parser.java,org.mozilla.javascript.Parser,addExpr,org.mozilla.javascript.Parser,EvaluatorException,,,,,DefaultDataSetWizard.java,,,doGroupFilteringAndSorting
Birt,145965,Parser.java,org.mozilla.javascript.Parser,shiftExpr,org.mozilla.javascript.Parser,EvaluatorException,,,,,PreparedOdaDSQuery.java,,,populateResultSet
Birt,145965,Parser.java,org.mozilla.javascript.Parser,relExpr,org.mozilla.javascript.Parser,EvaluatorException,,,,,QueryExecutionHelper.java,,,doPopulation
Birt,145965,Parser.java,org.mozilla.javascript.Parser,eqExpr,org.mozilla.javascript.Parser,EvaluatorException,,,,,ResultSetPreviewPage.java,,,pass
Birt,145965,Parser.java,org.mozilla.javascript.Parser,bitAndExpr,org.mozilla.javascript.Parser,EvaluatorException,,,,,ResultSetPreviewPage.java,,,populateResultSet
Birt,145965,Parser.java,org.mozilla.javascript.Parser,bitXorExpr,org.mozilla.javascript.Parser,EvaluatorException,,,,,UIJob.java,,,<init>
Birt,145965,Parser.java,org.mozilla.javascript.Parser,bitOrExpr,org.mozilla.javascript.Parser,EvaluatorException,,,,,ElementAdapterInvocationHandler.java,,,executeQuery
Birt,145965,Parser.java,org.mozilla.javascript.Parser,andExpr,org.mozilla.javascript.Parser,EvaluatorException,,,,,Unknown Source,,,executeQuery
Birt,145965,Parser.java,org.mozilla.javascript.Parser,orExpr,org.mozilla.javascript.Parser,EvaluatorException,,,,,Assert.java,,,getNextChild
Birt,145965,Parser.java,org.mozilla.javascript.Parser,condExpr,org.mozilla.javascript.Parser,EvaluatorException,,,,,SystemStyleProcessor.java,,,traverseChildren
Birt,145965,Parser.java,org.mozilla.javascript.Parser,assignExpr,org.mozilla.javascript.Parser,EvaluatorException,,,,,BaseInsertMenuAction.java,,,layoutChildren
Birt,145965,Parser.java,org.mozilla.javascript.Parser,expr,org.mozilla.javascript.Parser,EvaluatorException,,,,,EclipseAppContainer.java,,,layout
Birt,145965,Parser.java,org.mozilla.javascript.Parser,statementHelper,org.mozilla.javascript.Parser,EvaluatorException,,,,,EclipseAppHandle.java,,,layoutReport
Birt,145965,Parser.java,org.mozilla.javascript.Parser,statement,org.mozilla.javascript.Parser,EvaluatorException,,,,,DNDUtil.java,,,layout
Birt,145965,Parser.java,org.mozilla.javascript.Parser,parse,org.mozilla.javascript.Parser,EvaluatorException,,,,,PasteAction.java,,,executeReport
Birt,145965,Context.java,org.mozilla.javascript.Context,compileImpl,org.mozilla.javascript.Context,EvaluatorException,,,,,CallStatement.java,,,main
Birt,145965,Context.java,org.mozilla.javascript.Context,compileString,org.mozilla.javascript.Context,EvaluatorException,,,,,SQLUtility.java,,,toDate
Birt,145965,ScriptContext.java,org.eclipse.birt.core.script.ScriptContext,eval,org.eclipse.birt.core.script.ScriptContext,EvaluatorException,,,,,DataSetWizardPageCore.java,,,convert
Birt,145965,ExecutionContext.java,org.eclipse.birt.report.engine.executor.ExecutionContext,evaluate,org.eclipse.birt.report.engine.executor.ExecutionContext,EvaluatorException,,,,,DataSetWizardBase.java,,,resetViewSelection
Birt,145965,DteResultSet.java,org.eclipse.birt.report.engine.data.dte.DteResultSet,evaluate,org.eclipse.birt.report.engine.data.dte.DteResultSet,EvaluatorException,,,,,DataSetDesignSessionBase.java,,,onBroughtToTop
Birt,145965,RowSet.java,org.eclipse.birt.report.engine.extension.internal.RowSet,evaluate,org.eclipse.birt.report.engine.extension.internal.RowSet,EvaluatorException,,,,,DataSetDesignSession.java,,,prePageChanges
Birt,145965,ChartReportItemGenerationImpl.java,org.eclipse.birt.chart.reportitem.ChartReportItemGenerationImpl,onRowSets,org.eclipse.birt.chart.reportitem.ChartReportItemGenerationImpl,EvaluatorException,,,,,TableAreaLayout.java,,,widgetSelected
Birt,145965,ExtendedItemExecutor.java,org.eclipse.birt.report.engine.executor.ExtendedItemExecutor,generateContent,org.eclipse.birt.report.engine.executor.ExtendedItemExecutor,EvaluatorException,,,,,ReportEngineService.java,,,postModelEvent
Birt,145965,ExtendedItemExecutor.java,org.eclipse.birt.report.engine.executor.ExtendedItemExecutor,execute,org.eclipse.birt.report.engine.executor.ExtendedItemExecutor,EvaluatorException,,,,,BirtRunAndRenderActionHandler.java,,,postEvent
Birt,145965,ReportExecutorVisitor.java,org.eclipse.birt.report.engine.executor.ReportExecutorVisitor,visitExtendedItem,org.eclipse.birt.report.engine.executor.ReportExecutorVisitor,EvaluatorException,,,,,AbstractBaseActionHandler.java,,,access$000
Birt,145965,ExtendedItemDesign.java,org.eclipse.birt.report.engine.ir.ExtendedItemDesign,accept,org.eclipse.birt.report.engine.ir.ExtendedItemDesign,EvaluatorException,,,,,RunFragment.java,,,stackChanged
Birt,145965,GridItemExecutor.java,org.eclipse.birt.report.engine.executor.GridItemExecutor,executeCell,org.eclipse.birt.report.engine.executor.GridItemExecutor,EvaluatorException,,,,,FramesetFragment.java,,,sendNotifcations
Birt,145965,GridItemExecutor.java,org.eclipse.birt.report.engine.executor.GridItemExecutor,executeRow,org.eclipse.birt.report.engine.executor.GridItemExecutor,EvaluatorException,,,,,ViewerServlet.java,,,commit
