Project,BugID,Filename,Path,Method name,,Exception,Label,,,Unique Exception,Unique Filename,Method name
Eclipse_Platform_UI,100799,WorkbenchPartReference.java,org.eclipse.ui.internal.WorkbenchPartReference,getPart,,UnsupportedClassVersionError,,,,SWTError,WorkbenchPage.java,getPart
Eclipse_Platform_UI,100799,Perspective.java,org.eclipse.ui.internal.Perspective,showView,,UnsupportedClassVersionError,,,,AssertionFailedException,WorkbenchPage.java,showView
Eclipse_Platform_UI,100799,WorkbenchPage.java,org.eclipse.ui.internal.WorkbenchPage,busyShowView,,UnsupportedClassVersionError,,,,OutOfMemoryError,ShowViewHandler.java,busyShowView
Eclipse_Platform_UI,100799,WorkbenchPage.java,org.eclipse.ui.internal.WorkbenchPage,access$12,,UnsupportedClassVersionError,,,,NotHandledException,Command.java,access$12
Eclipse_Platform_UI,100799,WorkbenchPage.java,org.eclipse.ui.internal.WorkbenchPage$13,run,,UnsupportedClassVersionError,,,,DebugException,ParameterizedCommand.java,run
Eclipse_Platform_UI,100799,WorkbenchPage.java,org.eclipse.ui.internal.WorkbenchPage,showView,,UnsupportedClassVersionError,,,,NotDefinedException,WorkbenchKeyboard.java,showView
Eclipse_Platform_UI,100799,ShowViewHandler.java,org.eclipse.ui.internal.registry.ShowViewHandler,execute,,UnsupportedClassVersionError,,,,ArithmeticException,WorkbenchKeyboard.java,execute
Eclipse_Platform_UI,100799,Command.java,org.eclipse.core.commands.Command,execute,,UnsupportedClassVersionError,,,,IndexOutOfBoundsException,EventTable.java,execute
Eclipse_Platform_UI,100799,ParameterizedCommand.java,org.eclipse.core.commands.ParameterizedCommand,execute,,UnsupportedClassVersionError,,,,IOException,Display.java,execute
Eclipse_Platform_UI,100799,WorkbenchKeyboard.java,org.eclipse.ui.internal.keys.WorkbenchKeyboard,executeCommand,,UnsupportedClassVersionError,,,,NumberFormatException,Widget.java,executeCommand
Eclipse_Platform_UI,100799,WorkbenchKeyboard.java,org.eclipse.ui.internal.keys.WorkbenchKeyboard,press,,UnsupportedClassVersionError,,,,RuntimeException,Control.java,press
Eclipse_Platform_UI,100799,WorkbenchKeyboard.java,org.eclipse.ui.internal.keys.WorkbenchKeyboard,processKeyEvent,,UnsupportedClassVersionError,,,,ExecutionException,Tree.java,processKeyEvent
Eclipse_Platform_UI,100799,WorkbenchKeyboard.java,org.eclipse.ui.internal.keys.WorkbenchKeyboard,filterKeySequenceBindings,,UnsupportedClassVersionError,,,,PartInitException,Native Method,filterKeySequenceBindings
Eclipse_Platform_UI,100799,WorkbenchKeyboard.java,org.eclipse.ui.internal.keys.WorkbenchKeyboard,access$3,,UnsupportedClassVersionError,,,,NoSuchMethodException,OS.java,access$3
Eclipse_Platform_UI,100799,WorkbenchKeyboard.java,org.eclipse.ui.internal.keys.WorkbenchKeyboard$KeyDownFilter,handleEvent,,UnsupportedClassVersionError,,,,ArrayStoreException,Workbench.java,handleEvent
Eclipse_Platform_UI,100799,EventTable.java,org.eclipse.swt.widgets.EventTable,sendEvent,,UnsupportedClassVersionError,,,,NoSuchFieldError,PlatformUI.java,sendEvent
Eclipse_Platform_UI,100799,Display.java,org.eclipse.swt.widgets.Display,filterEvent,,UnsupportedClassVersionError,,,,CoreException,IDEApplication.java,filterEvent
Eclipse_Platform_UI,100799,Widget.java,org.eclipse.swt.widgets.Widget,sendEvent,,UnsupportedClassVersionError,,,,ClassNotFoundException,PlatformActivator.java,sendEvent
Eclipse_Platform_UI,100799,Widget.java,org.eclipse.swt.widgets.Widget,sendKeyEvent,,UnsupportedClassVersionError,,,,URISyntaxException,EclipseStarter.java,sendKeyEvent
Eclipse_Platform_UI,100799,Widget.java,org.eclipse.swt.widgets.Widget,wmChar,,UnsupportedClassVersionError,,,,InvalidSyntaxException,Native Method,wmChar
Eclipse_Platform_UI,100799,Control.java,org.eclipse.swt.widgets.Control,WM_CHAR,,UnsupportedClassVersionError,,,,AbstractBundle$BundleStatusException,NativeMethodAccessorImpl.java,WM_CHAR
Eclipse_Platform_UI,100799,Tree.java,org.eclipse.swt.widgets.Tree,WM_CHAR,,UnsupportedClassVersionError,,,,PatternSyntaxException,DelegatingMethodAccessorImpl.java,WM_CHAR
Eclipse_Platform_UI,100799,Control.java,org.eclipse.swt.widgets.Control,windowProc,,UnsupportedClassVersionError,,,,NoSuchMethodError,Method.java,windowProc
Eclipse_Platform_UI,100799,Tree.java,org.eclipse.swt.widgets.Tree,windowProc,,UnsupportedClassVersionError,,,,InjectionException,Main.java,windowProc
Eclipse_Platform_UI,100799,Display.java,org.eclipse.swt.widgets.Display,windowProc,,UnsupportedClassVersionError,,,,,BundleContextImpl.java,windowProc
Eclipse_Platform_UI,100799,Native Method,org.eclipse.swt.internal.win32.OS,DispatchMessageW,,UnsupportedClassVersionError,,,,OperationCanceledException,EclipseClassLoader.java,DispatchMessageW
Eclipse_Platform_UI,100799,OS.java,org.eclipse.swt.internal.win32.OS,DispatchMessage,,UnsupportedClassVersionError,,,,NoClassDefFoundError,Native Method,DispatchMessage
Eclipse_Platform_UI,100799,Display.java,org.eclipse.swt.widgets.Display,readAndDispatch,,UnsupportedClassVersionError,,,,UnsupportedOperationException,DefaultClassLoader.java,readAndDispatch
Eclipse_Platform_UI,100799,Workbench.java,org.eclipse.ui.internal.Workbench,runEventLoop,,UnsupportedClassVersionError,,,,NegativeArraySizeException,RegistryObjectManager.java,runEventLoop
Eclipse_Platform_UI,100799,Workbench.java,org.eclipse.ui.internal.Workbench,runUI,,UnsupportedClassVersionError,,,,UnsatisfiedLinkError,EclipseConfigurationElementHandle.java,runUI
Eclipse_Platform_UI,100799,Workbench.java,org.eclipse.ui.internal.Workbench,createAndRunWorkbench,,UnsupportedClassVersionError,,,,StringIndexOutOfBoundsException,WorkingSetDescriptor.java,createAndRunWorkbench
Eclipse_Platform_UI,100799,PlatformUI.java,org.eclipse.ui.PlatformUI,createAndRunWorkbench,,UnsupportedClassVersionError,,,,FileNotFoundException,WorkingSetRegistry.java,createAndRunWorkbench
Eclipse_Platform_UI,100799,IDEApplication.java,org.eclipse.ui.internal.ide.IDEApplication,run,,UnsupportedClassVersionError,,,,AbstractEList$BasicIndexOutOfBoundsException,AbstractWorkingSetManager.java,run
Eclipse_Platform_UI,100799,PlatformActivator.java,org.eclipse.core.internal.runtime.PlatformActivator$1,run,,UnsupportedClassVersionError,,,,Assert$AssertionFailedException,EventManager.java,run
Eclipse_Platform_UI,100799,EclipseStarter.java,org.eclipse.core.runtime.adaptor.EclipseStarter,run,,UnsupportedClassVersionError,,,,,EventManager.java,run
Eclipse_Platform_UI,100799,Native Method,sun.reflect.NativeMethodAccessorImpl,invoke0,,UnsupportedClassVersionError,,,,,SWT.java,invoke0
Eclipse_Platform_UI,100799,NativeMethodAccessorImpl.java,sun.reflect.NativeMethodAccessorImpl,invoke,,UnsupportedClassVersionError,,,,,Synchronizer.java,invoke
Eclipse_Platform_UI,100799,DelegatingMethodAccessorImpl.java,sun.reflect.DelegatingMethodAccessorImpl,invoke,,UnsupportedClassVersionError,,,,,EclipseAppLauncher.java,invoke
Eclipse_Platform_UI,100799,Method.java,java.lang.reflect.Method,invoke,,UnsupportedClassVersionError,,,,,Unknown Source,invoke
Eclipse_Platform_UI,100799,Main.java,org.eclipse.core.launcher.Main,invokeFramework,,UnsupportedClassVersionError,,,,,JobInfo.java,invokeFramework
Eclipse_Platform_UI,100799,Main.java,org.eclipse.core.launcher.Main,basicRun,,UnsupportedClassVersionError,,,,,GroupInfo.java,basicRun
Eclipse_Platform_UI,100799,Main.java,org.eclipse.core.launcher.Main,run,,UnsupportedClassVersionError,,,,,ProgressManagerUtil.java,run
Eclipse_Platform_UI,100799,Main.java,org.eclipse.core.launcher.Main,main,,UnsupportedClassVersionError,,,,,ViewerSorter.java,main
Eclipse_Platform_UI,100799,AbstractBundle.java,org.eclipse.osgi.framework.internal.core.AbstractBundle,loadBundleActivator,,UnsupportedClassVersionError,,,,,Unknown Source,loadBundleActivator
Eclipse_Platform_UI,100799,BundleContextImpl.java,org.eclipse.osgi.framework.internal.core.BundleContextImpl,start,,UnsupportedClassVersionError,,,,,ViewerSorter.java,start
Eclipse_Platform_UI,100799,BundleHost.java,org.eclipse.osgi.framework.internal.core.BundleHost,startWorker,,UnsupportedClassVersionError,,,,,StructuredViewer.java,startWorker
Eclipse_Platform_UI,100799,AbstractBundle.java,org.eclipse.osgi.framework.internal.core.AbstractBundle,start,,UnsupportedClassVersionError,,,,,ProgressCanvasViewer.java,start
Eclipse_Platform_UI,100799,EclipseClassLoader.java,org.eclipse.core.runtime.adaptor.EclipseClassLoader,findLocalClass,,UnsupportedClassVersionError,,,,,StructuredViewer.java,findLocalClass
Eclipse_Platform_UI,100799,BundleLoader.java,org.eclipse.osgi.framework.internal.core.BundleLoader,findLocalClass,,UnsupportedClassVersionError,,,,,ProgressViewerContentProvider.java,findLocalClass
Eclipse_Platform_UI,100799,Native Method,java.lang.ClassLoader,defineClassImpl,,UnsupportedClassVersionError,,,,,ProgressViewUpdater.java,defineClassImpl
Eclipse_Platform_UI,100799,ClassLoader.java,java.lang.ClassLoader,defineClass,,UnsupportedClassVersionError,,,,,UIJob.java,defineClass
Eclipse_Platform_UI,100799,DefaultClassLoader.java,org.eclipse.osgi.framework.adaptor.core.DefaultClassLoader,defineClass,,UnsupportedClassVersionError,,,,,RunnableLock.java,defineClass
Eclipse_Platform_UI,100799,EclipseClassLoader.java,org.eclipse.core.runtime.adaptor.EclipseClassLoader,defineClass,,UnsupportedClassVersionError,,,,,IconAndMessageDialog.java,defineClass
Eclipse_Platform_UI,100799,DefaultClassLoader.java,org.eclipse.osgi.framework.adaptor.core.DefaultClassLoader,findClassImpl,,UnsupportedClassVersionError,,,,,MessageDialog.java,findClassImpl
Eclipse_Platform_UI,100799,DefaultClassLoader.java,org.eclipse.osgi.framework.adaptor.core.DefaultClassLoader,findClass,,UnsupportedClassVersionError,,,,,SafeRunnable.java,findClass
Eclipse_Platform_UI,100799,AbstractClassLoader.java,org.eclipse.osgi.framework.adaptor.core.AbstractClassLoader,findLocalClass,,UnsupportedClassVersionError,,,,,SafeRunner.java,findLocalClass
Eclipse_Platform_UI,100799,EclipseClassLoader.java,org.eclipse.core.runtime.adaptor.EclipseClassLoader,basicFindLocalClass,,UnsupportedClassVersionError,,,,,Platform.java,basicFindLocalClass
Eclipse_Platform_UI,118107,RegistryObjectManager.java,org.eclipse.core.internal.registry.RegistryObjectManager,basicGetObject,,InvalidRegistryObjectException,,,,,JFaceUtil.java,basicGetObject
Eclipse_Platform_UI,118107,RegistryObjectManager.java,org.eclipse.core.internal.registry.RegistryObjectManager,getObject,,InvalidRegistryObjectException,,,,,ResourceTeamAwareContentProvider.java,getObject
Eclipse_Platform_UI,118107,ConfigurationElementHandle.java,org.eclipse.core.internal.registry.ConfigurationElementHandle,getConfigurationElement,,InvalidRegistryObjectException,,,,,DiffTree.java,getConfigurationElement
Eclipse_Platform_UI,118107,ConfigurationElementHandle.java,org.eclipse.core.internal.registry.ConfigurationElementHandle,getNamespace,,InvalidRegistryObjectException,,,,,DiffTree.java,getNamespace
Eclipse_Platform_UI,118107,EclipseConfigurationElementHandle.java,org.eclipse.core.internal.registry.eclipse.EclipseConfigurationElementHandle,getNamespace,,InvalidRegistryObjectException,,,,,SubscriberDiffTreeEventHandler.java,getNamespace
Eclipse_Platform_UI,118107,WorkingSetDescriptor.java,org.eclipse.ui.internal.registry.WorkingSetDescriptor,getDeclaringNamespace,,InvalidRegistryObjectException,,,,,SubscriberEventHandler.java,getDeclaringNamespace
Eclipse_Platform_UI,118107,WorkingSetRegistry.java,org.eclipse.ui.internal.registry.WorkingSetRegistry,getDescriptorsForNamespace,,InvalidRegistryObjectException,,,,,BackgroundEventHandler.java,getDescriptorsForNamespace
Eclipse_Platform_UI,118107,AbstractWorkingSetManager.java,org.eclipse.ui.internal.AbstractWorkingSetManager,bundleChanged,,InvalidRegistryObjectException,,,,,BackgroundEventHandler.java,bundleChanged
Eclipse_Platform_UI,118107,BundleContextImpl.java,org.eclipse.osgi.framework.internal.core.BundleContextImpl,dispatchEvent,,InvalidRegistryObjectException,,,,,Worker.java,dispatchEvent
Eclipse_Platform_UI,118107,EventManager.java,org.eclipse.osgi.framework.eventmgr.EventManager,dispatchEvent,,InvalidRegistryObjectException,,,,,URI.java,dispatchEvent
Eclipse_Platform_UI,118107,EventManager.java,org.eclipse.osgi.framework.eventmgr.EventManager$EventThread,run,,InvalidRegistryObjectException,,,,,URI.java,run
Eclipse_Platform_UI,123169,SWT.java,org.eclipse.swt.SWT,error,,NullPointerException,,,,,ZipFileSystem.java,error
Eclipse_Platform_UI,123169,Synchronizer.java,org.eclipse.swt.widgets.Synchronizer,runAsyncMessages,,NullPointerException,,,,,InternalFileSystemCore.java,runAsyncMessages
Eclipse_Platform_UI,123169,Display.java,org.eclipse.swt.widgets.Display,runAsyncMessages,,NullPointerException,,,,,EFS.java,runAsyncMessages
Eclipse_Platform_UI,123169,Display.java,org.eclipse.swt.widgets.Display,readAndDispatch,,NullPointerException,,,,,URIUtil.java,runApplication
Eclipse_Platform_UI,123169,Workbench.java,org.eclipse.ui.internal.Workbench,runEventLoop,,NullPointerException,,,,,LocationValidator.java,start
Eclipse_Platform_UI,123169,Workbench.java,org.eclipse.ui.internal.Workbench,runUI,,NullPointerException,,,,,Workspace.java,getDisplayStringWithStatus
Eclipse_Platform_UI,123169,Workbench.java,org.eclipse.ui.internal.Workbench,createAndRunWorkbench,,NullPointerException,,,,,WizardNewProjectCreationPage.java,getDisplayString
Eclipse_Platform_UI,123169,PlatformUI.java,org.eclipse.ui.PlatformUI,createAndRunWorkbench,,NullPointerException,,,,,WizardNewProjectCreationPage.java,compareTo
Eclipse_Platform_UI,123169,IDEApplication.java,org.eclipse.ui.internal.ide.IDEApplication,run,,NullPointerException,,,,,ProjectContentsLocationArea.java,compare
Eclipse_Platform_UI,123169,PlatformActivator.java,org.eclipse.core.internal.runtime.PlatformActivator$1,run,,NullPointerException,,,,,TypedListener.java,compare
Eclipse_Platform_UI,123169,EclipseAppLauncher.java,org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher,runApplication,,NullPointerException,,,,,Text.java,mergeSort
Eclipse_Platform_UI,123169,EclipseAppLauncher.java,org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher,start,,NullPointerException,,,,,ProjectContentsLocationArea.java,sort
Eclipse_Platform_UI,123169,EclipseStarter.java,org.eclipse.core.runtime.adaptor.EclipseStarter,run,,NullPointerException,,,,,ProjectContentsLocationArea.java,sort
Eclipse_Platform_UI,123169,Native Method,sun.reflect.NativeMethodAccessorImpl,invoke0,,NullPointerException,,,,,Window.java,getSortedChildren
Eclipse_Platform_UI,123169,Unknown Source,sun.reflect.NativeMethodAccessorImpl,invoke,,NullPointerException,,,,,NewProjectAction.java,internalRefresh
Eclipse_Platform_UI,123169,Main.java,org.eclipse.core.launcher.Main,invokeFramework,,NullPointerException,,,,,Action.java,internalRefresh
Eclipse_Platform_UI,123169,Main.java,org.eclipse.core.launcher.Main,basicRun,,NullPointerException,,,,,ActionContributionItem.java,run
Eclipse_Platform_UI,123169,Main.java,org.eclipse.core.launcher.Main,run,,NullPointerException,,,,,ActionContributionItem.java,preservingSelection
Eclipse_Platform_UI,123169,Main.java,org.eclipse.core.launcher.Main,main,,NullPointerException,,,,,FileSystemResourceManager.java,refresh
Eclipse_Platform_UI,123169,JobInfo.java,org.eclipse.ui.internal.progress.JobInfo,getDisplayStringWithStatus,,NullPointerException,,,,,File.java,add
Eclipse_Platform_UI,123169,JobInfo.java,org.eclipse.ui.internal.progress.JobInfo,getDisplayString,,NullPointerException,,,,,FileCharSequenceProvider.java,add
Eclipse_Platform_UI,123169,GroupInfo.java,org.eclipse.ui.internal.progress.GroupInfo,compareTo,,NullPointerException,,,,,FileCharSequenceProvider.java,runInUIThread
Eclipse_Platform_UI,123169,ProgressManagerUtil.java,org.eclipse.ui.internal.progress.ProgressManagerUtil$1,compare,,NullPointerException,,,,,TextSearchVisitor.java,run
Eclipse_Platform_UI,123169,ViewerSorter.java,org.eclipse.jface.viewers.ViewerSorter$1,compare,,NullPointerException,,,,,TextSearchEngine.java,run
Eclipse_Platform_UI,123169,Unknown Source,java.util.Arrays,mergeSort,,NullPointerException,,,,,FileSearchQuery.java,getSWTImage
Eclipse_Platform_UI,123169,Unknown Source,java.util.Arrays,sort,,NullPointerException,,,,,InternalSearchUI.java,getErrorImage
Eclipse_Platform_UI,123169,ViewerSorter.java,org.eclipse.jface.viewers.ViewerSorter,sort,,NullPointerException,,,,,StatusLine.java,<init>
Eclipse_Platform_UI,123169,StructuredViewer.java,org.eclipse.jface.viewers.StructuredViewer,getSortedChildren,,NullPointerException,,,,,StatusLineManager.java,openError
Eclipse_Platform_UI,123169,ProgressCanvasViewer.java,org.eclipse.ui.internal.progress.ProgressCanvasViewer,internalRefresh,,NullPointerException,,,,,WalkbackProgressMonitor.java,handleException
Eclipse_Platform_UI,123169,StructuredViewer.java,org.eclipse.jface.viewers.StructuredViewer,internalRefresh,,NullPointerException,,,,,WrathProgressMonitor.java,handleException
Eclipse_Platform_UI,123169,StructuredViewer.java,org.eclipse.jface.viewers.StructuredViewer$8,run,,NullPointerException,,,,,WrathProgressEventHandler.java,run
Eclipse_Platform_UI,123169,StructuredViewer.java,org.eclipse.jface.viewers.StructuredViewer,preservingSelection,,NullPointerException,,,,,WrathAsyncListener.java,run
Eclipse_Platform_UI,123169,StructuredViewer.java,org.eclipse.jface.viewers.StructuredViewer,refresh,,NullPointerException,,,,,MarkerList.java,run
Eclipse_Platform_UI,123169,ProgressCanvasViewer.java,org.eclipse.ui.internal.progress.ProgressCanvasViewer,add,,NullPointerException,,,,,MarkerAdapter.java,run
Eclipse_Platform_UI,123169,ProgressViewerContentProvider.java,org.eclipse.ui.internal.progress.ProgressViewerContentProvider,add,,NullPointerException,,,,,FieldMarkerGroup.java,updateItem
Eclipse_Platform_UI,123169,ProgressViewUpdater.java,org.eclipse.ui.internal.progress.ProgressViewUpdater$1,runInUIThread,,NullPointerException,,,,,CategorySorter.java,internalUpdate
Eclipse_Platform_UI,123169,UIJob.java,org.eclipse.ui.progress.UIJob$1,run,,NullPointerException,,,,,ViewerComparator.java,update
Eclipse_Platform_UI,123169,RunnableLock.java,org.eclipse.swt.widgets.RunnableLock,run,,NullPointerException,,,,,Arrays.java,propertyChanged
Eclipse_Platform_UI,125560,IconAndMessageDialog.java,org.eclipse.jface.dialogs.IconAndMessageDialog,getSWTImage,,NullPointerException,,,,,ViewerComparator.java,run
Eclipse_Platform_UI,125560,IconAndMessageDialog.java,org.eclipse.jface.dialogs.IconAndMessageDialog,getErrorImage,,NullPointerException,,,,,AbstractTreeViewer.java,fireChanges
Eclipse_Platform_UI,125560,MessageDialog.java,org.eclipse.jface.dialogs.MessageDialog,<init>,,NullPointerException,,,,,TreeViewer.java,endInput
Eclipse_Platform_UI,125560,MessageDialog.java,org.eclipse.jface.dialogs.MessageDialog,openError,,NullPointerException,,,,,MarkerView.java,dispatchEvents
Eclipse_Platform_UI,125560,SafeRunnable.java,org.eclipse.jface.util.SafeRunnable,handleException,,NullPointerException,,,,,MarkerView.java,doDispatchEvents
Eclipse_Platform_UI,125560,SafeRunner.java,org.eclipse.core.runtime.SafeRunner,handleException,,NullPointerException,,,,,ContextHelpPart.java,dispatchEvents
Eclipse_Platform_UI,125560,SafeRunner.java,org.eclipse.core.runtime.SafeRunner,run,,NullPointerException,,,,,ManagedForm.java,processEvents
Eclipse_Platform_UI,125560,Platform.java,org.eclipse.core.runtime.Platform,run,,NullPointerException,,,,,RelatedTopicsPart.java,run
Eclipse_Platform_UI,125560,JFaceUtil.java,org.eclipse.ui.internal.JFaceUtil$1,run,,NullPointerException,,,,,ReusableHelpPart.java,run
Eclipse_Platform_UI,125560,SafeRunnable.java,org.eclipse.jface.util.SafeRunnable,run,,NullPointerException,,,,,HelpView.java,parse
Eclipse_Platform_UI,125560,StructuredViewer.java,org.eclipse.jface.viewers.StructuredViewer,updateItem,,NullPointerException,,,,,PartListenerList2.java,<init>
Eclipse_Platform_UI,125560,StructuredViewer.java,org.eclipse.jface.viewers.StructuredViewer,internalUpdate,,NullPointerException,,,,,PartListenerList2.java,getStore
Eclipse_Platform_UI,125560,StructuredViewer.java,org.eclipse.jface.viewers.StructuredViewer,update,,NullPointerException,,,,,PartService.java,getStore
Eclipse_Platform_UI,125560,ResourceTeamAwareContentProvider.java,org.eclipse.team.internal.ui.mapping.ResourceTeamAwareContentProvider,propertyChanged,,NullPointerException,,,,,WWinPartService.java,getStore
Eclipse_Platform_UI,125560,DiffTree.java,org.eclipse.team.core.diff.provider.DiffTree$1,run,,NullPointerException,,,,,WWinPartService.java,equals
Eclipse_Platform_UI,125560,DiffTree.java,org.eclipse.team.core.diff.provider.DiffTree,fireChanges,,NullPointerException,,,,,WorkbenchPagePartList.java,validateProjectLocationURI
Eclipse_Platform_UI,125560,DiffTree.java,org.eclipse.team.core.diff.provider.DiffTree,endInput,,NullPointerException,,,,,PartList.java,validateProjectLocationURI
Eclipse_Platform_UI,125560,SubscriberDiffTreeEventHandler.java,org.eclipse.team.internal.core.subscribers.SubscriberDiffTreeEventHandler,dispatchEvents,,NullPointerException,,,,,PartPane.java,validatePage
Eclipse_Platform_UI,125560,SubscriberEventHandler.java,org.eclipse.team.internal.core.subscribers.SubscriberEventHandler,doDispatchEvents,,NullPointerException,,,,,Shell.java,reportError
Eclipse_Platform_UI,125560,BackgroundEventHandler.java,org.eclipse.team.internal.core.BackgroundEventHandler,dispatchEvents,,NullPointerException,,,,,Decorations.java,modifyText
Eclipse_Platform_UI,125560,BackgroundEventHandler.java,org.eclipse.team.internal.core.BackgroundEventHandler,processEvents,,NullPointerException,,,,,Scrollable.java,handleEvent
Eclipse_Platform_UI,125560,BackgroundEventHandler.java,org.eclipse.team.internal.core.BackgroundEventHandler$1,run,,NullPointerException,,,,,Marker.java,wmCommandChild
Eclipse_Platform_UI,125560,Worker.java,org.eclipse.core.internal.jobs.Worker,run,,NullPointerException,,,,,Util.java,WM_COMMAND
Eclipse_Platform_UI,131105,URI.java,java.net.URI$Parser,parse,,NullPointerException,,,,,FieldCategory.java,CallWindowProcW
Eclipse_Platform_UI,131105,URI.java,java.net.URI,<init>,,NullPointerException,,,,,MarkerAdapter.java,CallWindowProc
Eclipse_Platform_UI,131105,ZipFileSystem.java,org.eclipse.core.internal.filesystem.zip.ZipFileSystem,getStore,,NullPointerException,,,,,MarkerView.java,callWindowProc
Eclipse_Platform_UI,131105,InternalFileSystemCore.java,org.eclipse.core.internal.filesystem.InternalFileSystemCore,getStore,,NullPointerException,,,,,MarkerView.java,windowProc
Eclipse_Platform_UI,131105,EFS.java,org.eclipse.core.filesystem.EFS,getStore,,NullPointerException,,,,,String.java,SetWindowTextW
Eclipse_Platform_UI,131105,URIUtil.java,org.eclipse.core.filesystem.URIUtil,equals,,NullPointerException,,,,,CreateLinkedResourceGroup.java,SetWindowText
Eclipse_Platform_UI,131105,LocationValidator.java,org.eclipse.core.internal.resources.LocationValidator,validateProjectLocationURI,,NullPointerException,,,,,CreateLinkedResourceGroup.java,setText
Eclipse_Platform_UI,131105,Workspace.java,org.eclipse.core.internal.resources.Workspace,validateProjectLocationURI,,NullPointerException,,,,,ProgressMonitorFocusJobDialog.java,updateLocationField
Eclipse_Platform_UI,131105,WizardNewProjectCreationPage.java,org.eclipse.ui.dialogs.WizardNewProjectCreationPage,validatePage,,NullPointerException,,,,,ProgressManager.java,handleLocationBrowseButtonPressed
Eclipse_Platform_UI,131105,WizardNewProjectCreationPage.java,org.eclipse.ui.dialogs.WizardNewProjectCreationPage$2,reportError,,NullPointerException,,,,,BatchInstallOperation.java,access$6
Eclipse_Platform_UI,131105,ProjectContentsLocationArea.java,org.eclipse.ui.internal.ide.dialogs.ProjectContentsLocationArea$3,modifyText,,NullPointerException,,,,,InstallWizard2.java,widgetSelected
Eclipse_Platform_UI,131105,TypedListener.java,org.eclipse.swt.widgets.TypedListener,handleEvent,,NullPointerException,,,,,InstallWizard2.java,runDeferredEvents
Eclipse_Platform_UI,131105,EventTable.java,org.eclipse.swt.widgets.EventTable,sendEvent,,NullPointerException,,,,,Image.java,runEventLoop
Eclipse_Platform_UI,131105,Widget.java,org.eclipse.swt.widgets.Widget,sendEvent,,NullPointerException,,,,,CLabel.java,open
Eclipse_Platform_UI,131105,Text.java,org.eclipse.swt.widgets.Text,wmCommandChild,,NullPointerException,,,,,StatusLine.java,run
Eclipse_Platform_UI,131105,Control.java,org.eclipse.swt.widgets.Control,WM_COMMAND,,NullPointerException,,,,,Composite.java,runWithEvent
Eclipse_Platform_UI,131105,Control.java,org.eclipse.swt.widgets.Control,windowProc,,NullPointerException,,,,,TrimLayout.java,handleWidgetSelection
