Bug ID,Commit Files
HBASE-15206,"* ecf3efadc04473c36a16d85baafe9d1e3ced355a HBASE-15206 Fix flakey testSplitDaughtersNotInMeta test (Huaxiang Sun)
  hbase-server/src/test/java/org/apache/hadoop/hbase/util/TestHBaseFsckOneRS.java"
HBASE-15216,"* bab812df289a3bb33407446a8910e3bb5c6195e0 HBASE-15216 Canary does not accept config params from command line (Vishal Khandelwal)
  hbase-server/src/main/java/org/apache/hadoop/hbase/tool/Canary.java
  src/main/asciidoc/_chapters/ops_mgt.adoc"
HBASE-1523,"* 32a380b12adafc7656c002a9f11181d5861c60c8 HBASE-1523 - NPE in BaseScanner
  CHANGES.txt
  src/java/org/apache/hadoop/hbase/master/BaseScanner.java"
HBASE-15234,"* 33396c3629a83f2379a69f3a3b493ae8e6ee0a13 HBASE-15578 Handle HBASE-15234 for ReplicationHFileCleaner
  hbase-server/src/main/java/org/apache/hadoop/hbase/replication/master/ReplicationHFileCleaner.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/master/cleaner/TestReplicationHFileCleaner.java
* 2d8e0a0477cdfc1d13373cde54e0cd080db514f5 HBASE-15234 Don't abort ReplicationLogCleaner on ZooKeeper errors
  hbase-server/src/main/java/org/apache/hadoop/hbase/replication/master/ReplicationLogCleaner.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/master/cleaner/TestLogsCleaner.java"
HBASE-15236,"* e39e0e634a2252a352ad799bc2957c72e8d2d2e9 HBASE-17582 Fix broken drop page cache hint (broken by HBASE-15236).
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreFileScanner.java
* 11740570c1440254a76fae67d318c6a852cb56b8 HBASE-15236 Inconsistent cell reads over multiple bulk-loaded HFiles. In KeyValueHeap, if two cells are same i.e. have same key and timestamp, then instead of directly using seq id to determine newer one, we should use StoreFile.Comparater.SEQ_ID because that's what is used to determine order of hfiles. In this patch, we assign each scanner an order based on it's index in storefiles list, which is then used in KeyValueHeap to disambiguate between same cells. Changes the getSequenceId() in KeyValueScanner class to getScannerOrder(). Testing: Adds unit test to TestKeyValueHeap. Manual testing: Three cases (Tables t, t2, t3 in the jira description), single region, 2 hfiles with same seq id, timestamps and duplicate KVs. Made sure that returned kv was same for get and scan. (Apekshit)
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/KeyValueHeap.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/KeyValueScanner.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MemStoreScanner.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/SegmentScanner.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreFile.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreFileReader.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreFileScanner.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreScanner.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/util/CollectionBackedScanner.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestKeyValueHeap.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestStoreFile.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/compactions/TestCompactor.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/compactions/TestStripeCompactionPolicy.java"
HBASE-15252,"* 85e1d9a109341c5f4aabb0e82c96ab52e99a6d72 HBASE-15252 Data loss when replaying wal if HDFS timeout
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/ProtobufLogReader.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/wal/TestWALReplay.java"
HBASE-15278,"* 3892550484c110e53236a6b5c337ce5ef96ee194 HBASE-15278 AsyncRPCClient hangs if Connection closes before RPC call response
  hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcServer.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/ipc/AbstractTestIPC.java
* ccd8888b4b5cbb5580633bc204c82edb25707287 Revert ""HBASE-15278 AsyncRPCClient hangs if Connection closes before RPC call response""
| hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/AsyncRpcChannel.java
| hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/AsyncServerResponseHandler.java
| hbase-server/src/test/java/org/apache/hadoop/hbase/ipc/AbstractTestIPC.java
* 01c0448ccd943186ba8045074a59e53f8f08c364 HBASE-15278 AsyncRPCClient hangs if Connection closes before RPC call response
  hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/AsyncRpcChannel.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/AsyncServerResponseHandler.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/ipc/AbstractTestIPC.java"
HBASE-15295,"* afdfd1bd9c938fa4b5c2aa9346e559167d550785 HBASE-15295 MutateTableAccess.multiMutate() does not get high priority causing a deadlock - ADDENDUM for failing test
  hbase-server/src/test/java/org/apache/hadoop/hbase/client/HConnectionTestingUtility.java
* 05200976110135abb60f9b879b9b830671c07141 HBASE-15295 MutateTableAccess.multiMutate() does not get high priority causing a deadlock
  hbase-client/src/main/java/org/apache/hadoop/hbase/HRegionInfo.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/client/BufferedMutatorImpl.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/client/ClusterConnection.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/client/ConnectionConfiguration.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/client/ConnectionImplementation.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/client/HBaseAdmin.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/AbstractRpcClient.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/CoprocessorRpcChannel.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/MasterCoprocessorRpcChannel.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/RegionCoprocessorRpcChannel.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/RegionServerCoprocessorRpcChannel.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/protobuf/ProtobufUtil.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/security/access/AccessControlClient.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/zookeeper/MetaTableLocator.java
  hbase-client/src/test/java/org/apache/hadoop/hbase/client/TestSnapshotFromAdmin.java
  hbase-it/src/test/java/org/apache/hadoop/hbase/DistributedHBaseCluster.java
  hbase-server/src/main/jamon/org/apache/hadoop/hbase/tmpl/regionserver/RSStatusTmpl.jamon
  hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/CallRunner.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcScheduler.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcServer.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/master/RegionPlacementMaintainer.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/MiniHBaseCluster.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/TestGlobalMemStoreSize.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/TestMetaTableAccessor.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/TestMetaTableLocator.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/client/HConnectionTestingUtility.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestAdmin1.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestFromClientSide.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestFromClientSide3.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestHBaseAdminNoCluster.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestScannersFromClientSide.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/ipc/DelegatingRpcScheduler.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/mapreduce/TestLoadIncrementalHFilesSplitRecovery.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/master/TestClockSkewDetection.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestRegionServerNoMaster.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/security/access/SecureTestUtil.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/security/access/TestAccessController.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/security/access/TestNamespaceCommands.java"
HBASE-15302,"* 30cec72f9ade972d7e9ce4bba527b0e6074cae60 HBASE-15302 Reenable the other tests disabled by HBASE-14678
  hbase-server/src/main/java/org/apache/hadoop/hbase/wal/WALSplitter.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/TestPartialResultsFromClientSide.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestMobSnapshotCloneIndependence.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestSnapshotCloneIndependence.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/master/TestDistributedLogSplitting.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/master/balancer/TestStochasticLoadBalancer2.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/master/procedure/TestMasterFailoverWithProcedures.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/snapshot/TestMobFlushSnapshotFromClient.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/wal/TestWALSplit.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/wal/TestWALSplitCompressed.java
  hbase-shell/src/test/java/org/apache/hadoop/hbase/client/TestReplicationShell.java"
HBASE-15322,"* b6b9910e2c768b78c8b734a40e16604d82b8de72 Amend HBASE-15322 Operations using Unsafe path broken for platforms not having sun.misc.Unsafe
  hbase-common/src/main/java/org/apache/hadoop/hbase/util/UnsafeAvailChecker.java
* 6628d2df1183974a4e7d1ac72d73ce0810f5183e HBASE-15322 Operations using Unsafe path broken for platforms not having sun.misc.Unsafe.
  hbase-client/src/main/java/org/apache/hadoop/hbase/filter/FuzzyRowFilter.java
  hbase-common/src/main/java/org/apache/hadoop/hbase/nio/SingleByteBuff.java
  hbase-common/src/main/java/org/apache/hadoop/hbase/util/ByteBufferUtils.java
  hbase-common/src/main/java/org/apache/hadoop/hbase/util/Bytes.java
  hbase-common/src/main/java/org/apache/hadoop/hbase/util/UnsafeAccess.java
  hbase-common/src/main/java/org/apache/hadoop/hbase/util/UnsafeAvailChecker.java"
HBASE-15329,"* 209b6f74c7f203ff4b5de79420d7115d89b4d9ca HBASE-16317 revert all ESAPI changes
  hbase-resource-bundle/src/main/resources/supplemental-models.xml
  hbase-server/pom.xml
  hbase-server/src/main/jamon/org/apache/hadoop/hbase/tmpl/common/TaskMonitorTmpl.jamon
  hbase-server/src/main/java/org/apache/hadoop/hbase/http/jmx/JMXJsonServlet.java
  hbase-server/src/main/resources/ESAPI.properties
  hbase-server/src/main/resources/hbase-webapps/master/table.jsp
  hbase-server/src/main/resources/hbase-webapps/regionserver/region.jsp
  hbase-server/src/test/java/org/apache/hadoop/hbase/http/jmx/TestJMXJsonServlet.java
  hbase-server/src/test/resources/ESAPI.properties
  pom.xml
* 4b3e38705cb24aee82615b1b9af47ed549ea1358 HBASE-15329 Cross-Site Scripting: Reflected in table.jsp (Samir Ahmic)
  hbase-server/src/main/resources/hbase-webapps/master/table.jsp"
HBASE-1534,"* 4267838a0cde02ecbafe323a889c857f37faccb6 HBASE-1534 Got ZooKeeper event, state: Disconnected on HRS and then NPE on reinit
  CHANGES.txt
  src/java/org/apache/hadoop/hbase/master/RegionManager.java
  src/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
  src/java/org/apache/hadoop/hbase/regionserver/Store.java
* 22e101074b78df529d554ed93e81b925693a7a70 HBASE-1534 Got ZooKeeper event, state: Disconnected on HRS and then NPE on reinit
  CHANGES.txt
  src/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java"
HBASE-15360,"* 23484785067bb4a31d5d6a180f578cee70ff9276 HBASE-15360 addendum fix testCoDelScheduling
  hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/AdaptiveLifoCoDelCallQueue.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/SimpleRpcScheduler.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/ipc/TestSimpleRpcScheduler.java
* 9eb25bd5c92619257a3ffb3bbbb090a712cf226a HBASE-15360 Fix flaky TestSimpleRpcScheduler (Duo Zhang)
  hbase-server/src/test/java/org/apache/hadoop/hbase/ipc/TestSimpleRpcScheduler.java"
HBASE-15379,"* 88ca84f685df1ff78bf184c751ec9607147a7a2e HBASE-15379 Fake cells created in read path not implementing SettableSequenceId. (Amal Joshy)
  hbase-common/src/main/java/org/apache/hadoop/hbase/CellUtil.java"
HBASE-15430,"* 3bf0945a1149e518a49d14d4cc930383a4f311da HBASE-15430 Failed taking snapshot - Manifest proto-message too large (JunHo Cho)
  hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotManifest.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/snapshot/SnapshotTestingUtils.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/snapshot/TestSnapshotManifest.java"
HBASE-1554,"* ac9b0d924ffaa6931648cf9ca0504bc0e5361511 HBASE-1591 HBASE-1554 broke org.apache.hadoop.hbase.io.hfile.TestLruBlockCache.testResizeBlockCache
| src/java/org/apache/hadoop/hbase/io/hfile/LruBlockCache.java
| src/java/org/apache/hadoop/hbase/util/ClassSize.java
| src/test/org/apache/hadoop/hbase/io/TestHeapSize.java
| src/test/org/apache/hadoop/hbase/io/hfile/TestLruBlockCache.java
* 9880f155e207c3c1a493598af7549560c6508d73 HBASE-1554 TestHeapSize failing on Hudson; second fix
  src/java/org/apache/hadoop/hbase/io/hfile/CachedBlock.java
  src/java/org/apache/hadoop/hbase/io/hfile/LruBlockCache.java
  src/java/org/apache/hadoop/hbase/util/ClassSize.java
  src/test/org/apache/hadoop/hbase/io/TestHeapSize.java"
HBASE-1560,"* c92c02b5fcb7c5217bd5dadb3fad489e8b030f14 HBASE-1560 TIF can't seem to find one region
  CHANGES.txt
  src/java/org/apache/hadoop/hbase/client/Scan.java"
HBASE-15616,"* 553d5db35565ce5c7bb7f08dfb35ed9422b6bafb HBASE-15616 (addendum) Allow null qualifier for all table operations
  hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncTableBase.java
* 3fe4b28bb07466e6ba245d8c40da425db70f706c HBASE-15616 Allow null qualifier for all table operations
  hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/client/Increment.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/shaded/protobuf/RequestConverter.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestFromClientSide.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestIncrementsFromClientSide.java"
HBASE-1562,"* 8732e8d44fd82d96e74aa45b3622fde3ba211ad3 HBASE-1562 How to handle the setting of 32 bit versus 64 bit machines
  CHANGES.txt
  src/java/org/apache/hadoop/hbase/KeyValue.java
  src/java/org/apache/hadoop/hbase/client/Put.java
  src/java/org/apache/hadoop/hbase/io/HeapSize.java
  src/java/org/apache/hadoop/hbase/io/hfile/HFile.java
  src/java/org/apache/hadoop/hbase/io/hfile/LruBlockCache.java
  src/java/org/apache/hadoop/hbase/regionserver/HLogKey.java
  src/java/org/apache/hadoop/hbase/regionserver/LruHashMap.java
  src/java/org/apache/hadoop/hbase/util/ClassSize.java
  src/test/org/apache/hadoop/hbase/io/TestHeapSize.java
  src/test/org/apache/hadoop/hbase/io/hfile/TestHFile.java"
HBASE-15621,"* d03cdc795c42cff13a1a9aab3ef72c3f42d9ff47 HBASE-15621 Suppress Hbase SnapshotHFile cleaner error messages when a snaphot is going on (Huaxiang Sun)
  hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/SnapshotHFileCleaner.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotManifest.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotManifestV2.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/master/snapshot/TestSnapshotHFileCleaner.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/snapshot/SnapshotTestingUtils.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/snapshot/TestSnapshotManifest.java"
HBASE-15634,"* dce59294fffb0005db74ff6532fe8b356180d2a5 HBASE-15634 TestDateTieredCompactionPolicy#negativeForMajor is flaky (Duo Zhang and Ted Yu)
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/DateTieredCompactionPolicy.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestDateTieredCompactionPolicy.java"
HBASE-15650,"* 496fd9837a0fb199a516758a632fecfe59b0b480 HBASE-16176 Bug fixes/improvements on HBASE-15650 Remove  TimeRangeTracker as point of contention when many threads reading a StoreFile  Fixes HBASE-16074 ITBLL fails, reports lost big or tiny families broken  scanning because of a side effect of a clean up in  HBASE-15650 to make  TimeRange construction consistent exposed a latent issue in  TimeRange#compare. See HBASE-16074 for more detail.
  hbase-client/src/main/java/org/apache/hadoop/hbase/client/Query.java
  hbase-common/src/main/java/org/apache/hadoop/hbase/HConstants.java
  hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValueUtil.java
  hbase-common/src/main/java/org/apache/hadoop/hbase/io/TimeRange.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/mob/DefaultMobStoreFlusher.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/DefaultStoreFlusher.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/ExplicitColumnTracker.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/ScanQueryMatcher.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/Store.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreFile.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreFileReader.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreFileWriter.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreScanner.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StripeStoreFlusher.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/TimeRangeTracker.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestQueryMatcher.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestTimeRangeTracker.java
* d815211f5a2583e4b03c627585709872cc711b7e     HBASE-15650 Remove TimeRangeTracker as point of contention when many threads reading a StoreFile
  hbase-common/src/main/java/org/apache/hadoop/hbase/io/TimeRange.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFilePrettyPrinter.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/mob/DefaultMobStoreFlusher.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/AbstractMemStore.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/DefaultMemStore.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/ImmutableSegment.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MemStoreSnapshot.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MutableSegment.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/Segment.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreFile.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreFileReader.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreFileWriter.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/TimeRangeTracker.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/Compactor.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/mapreduce/TestHFileOutputFormat2.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/MockStoreFile.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestTimeRangeTracker.java"
HBASE-15672,"* 954a41790c876abff3271cc13e940b764d886fe9 HBASE-15672 hadoop.hbase.security.visibility.TestVisibilityLabelsWithDeletes fails (Anoop Sam John)
  hbase-server/src/main/java/org/apache/hadoop/hbase/security/visibility/VisibilityController.java"
HBASE-1569,"* 49599944be6fa0d5f4d84f5e49e663e8c5c03a49 HBASE-1569 rare race condition can take down a regionserver
  CHANGES.txt
  src/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
  src/java/org/apache/hadoop/hbase/regionserver/Store.java
  src/java/org/apache/hadoop/hbase/regionserver/StoreFile.java
  src/java/org/apache/hadoop/hbase/regionserver/StoreScanner.java"
HBASE-15698,"* 376ad0d9868e563e4153f8725afbf00a0293f72c HBASE-15698 Increment TimeRange not serialized to server (Ted Yu)
  hbase-client/src/main/java/org/apache/hadoop/hbase/protobuf/ProtobufUtil.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/coprocessor/TestIncrementTimeRange.java"
HBASE-15711,"* d8e032279f4dc9a8c3b45fe4a4fa68b3de145350 HBASE-15711 Add client side property to allow logging details for batch errors
  hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java"
HBASE-15741,"* d23d600d768cd73125d5be62b7b8e3fa6fac5761 HBASE-15741 Provide backward compatibility for HBase coprocessor service names
  hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/CoprocessorRpcUtils.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/MasterCoprocessorRpcChannel.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/RegionCoprocessorRpcChannel.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/RegionServerCoprocessorRpcChannel.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMaster.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/coprocessor/protobuf/generated/DummyRegionServerEndpointProtos.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/ipc/TestCoprocessorRpcUtils.java
  hbase-server/src/test/protobuf/DummyRegionServerEndpoint.proto"
HBASE-15752,"* c77a153001a59954481929b629a4f78492b3da46 HBASE-15752 ClassNotFoundException is encountered when custom WAL codec is not found in WALPlayer job
  hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/WALPlayer.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/WALCellCodec.java"
HBASE-15769,"* 838c306c0a5e9254397ba70e0cc6a53f142df825 HBASE-15769 Perform validation on cluster key for add_peer (Matt Warhaftig)
  hbase-client/src/main/java/org/apache/hadoop/hbase/replication/ReplicationPeersZKImpl.java
  hbase-common/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKConfig.java
  hbase-common/src/test/java/org/apache/hadoop/hbase/zookeeper/TestZKConfig.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/replication/TestReplicationStateBasic.java
  hbase-shell/src/main/ruby/shell/commands/add_peer.rb"
HBASE-15830,"* da0d74cd27154b76aaa69fe0e5742821f3bfea79 HBASE-15830 SASL encryption doesn't work with AsyncRpcChannelImpl (Colin Ma)
  hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/AsyncRpcChannelImpl.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/security/SaslClientHandler.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/security/AbstractTestSecureIPC.java"
HBASE-15856,"* b1bf622e69b885219bfbf9ec59ee7beab1d3e08b HBASE-15856 Addendum Fix UnknownHostException import in MetaTableLocator
  hbase-client/src/main/java/org/apache/hadoop/hbase/zookeeper/MetaTableLocator.java
* 4793988aef849625c565e1cc410af39040881f6d HBASE-15856 Don't cache unresolved addresses for connections
  hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/AbstractRpcClient.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestClientTimeouts.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestConnectionImplementation.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/master/TestMasterNoCluster.java"
HBASE-15884,"* fa74baeb409778de71c8a92b115b46dc63f313a0 HBASE-15884 NPE in StoreFileScanner#skipKVsNewerThanReadpoint during reverse scan (Sergey Soldatov)
  hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreFileScanner.java"
HBASE-15908,"* 60c8f76a9d888bc93be7f25eeeb5623143efa794 HBASE-15908 Checksum verification is broken due to incorrect passing of ByteBuffers in DataChecksum (Mikhail Antonov and Appy)
  hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFileBlock.java"
HBASE-1591,"* ac9b0d924ffaa6931648cf9ca0504bc0e5361511 HBASE-1591 HBASE-1554 broke org.apache.hadoop.hbase.io.hfile.TestLruBlockCache.testResizeBlockCache
  src/java/org/apache/hadoop/hbase/io/hfile/LruBlockCache.java
  src/java/org/apache/hadoop/hbase/util/ClassSize.java
  src/test/org/apache/hadoop/hbase/io/TestHeapSize.java
  src/test/org/apache/hadoop/hbase/io/hfile/TestLruBlockCache.java"
HBASE-15932,"* cbb95cd3a9bf9a9f8558560ae58f4061a73f15a8 HBASE-15932 Shell test fails due to uninitialized constant
  hbase-client/src/main/java/org/apache/hadoop/hbase/HColumnDescriptor.java
  hbase-shell/src/main/ruby/hbase.rb"
HBASE-15933,"* cd2588001cf31ad2fb2020f9e021c9b1be1b76fc HBASE-15933 Addendum - make merge decision when sizes of both regions are known
  hbase-server/src/main/java/org/apache/hadoop/hbase/master/normalizer/SimpleRegionNormalizer.java
* cfe868d56eeb0367c2fcf4a18a1d06c57abb7e54 HBASE-15933 NullPointerException may be thrown from SimpleRegionNormalizer#getRegionSize()
  hbase-server/src/main/java/org/apache/hadoop/hbase/master/normalizer/SimpleRegionNormalizer.java"
HBASE-15952,"* 9012a0b123b3eea8b08c8687cef812e83e9b491d HBASE-15952 Bulk load data replication is not working when RS user does not have permission on hfile-refs node
  hbase-client/src/main/java/org/apache/hadoop/hbase/replication/ReplicationPeersZKImpl.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/replication/ReplicationQueues.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/replication/ReplicationQueuesHBaseImpl.java
  hbase-client/src/main/java/org/apache/hadoop/hbase/replication/ReplicationQueuesZKImpl.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/ReplicationSourceManager.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/master/cleaner/TestReplicationHFileCleaner.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/replication/TestReplicationStateBasic.java"
HBASE-16011,"* f441ca0458b40556a64d564cf2d4aa15a0c0be1e HBASE-16011 TableSnapshotScanner and TableSnapshotInputFormat can produce duplicate rows if split table.
  hbase-server/src/main/java/org/apache/hadoop/hbase/client/TableSnapshotScanner.java
  hbase-server/src/main/java/org/apache/hadoop/hbase/mapreduce/TableSnapshotInputFormatImpl.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestTableSnapshotScanner.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/mapreduce/TestTableSnapshotInputFormat.java
  hbase-server/src/test/java/org/apache/hadoop/hbase/snapshot/SnapshotTestingUtils.java"
